xid	tdid	identity	evalue	specie
Brahy.D04G0649500	TRIDC5AG026040	91.397	0	bhd
Brast09G167900	TRIDC2AG059280	91.395	0	bs
Brahy.S09G0172700	TRIDC2AG059280	91.395	0	bhs
Brahy.D04G0523000	TRIDC5AG047550	91.395	0	bhd
Brahy.D02G0453700	TRIDC1BG019270	96.614	0	bhd
Brahy.S09G0114200	TRIDC2AG048270	82.742	0	bhs
Brahy.D03G0634800	TRIDC6AG037890	82.742	0	bhd
Brahy.D02G0177100	TRIDC3BG032980	91.399	0	bhd
Brahy.S09G0123900	TRIDC2AG049410	82.745	0	bhs
Brahy.S02G0127200	TRIDC4BG038770	82.746	0	bhs
Brahy.S03G0226700	TRIDC1BG032120	82.749	0	bhs
Brahy.D03G0122800	TRIDC7AG027290	91.398	0	bhd
Brahy.D02G0135500	TRIDC3BG029020	82.751	0	bhd
Brahy.D03G0586300	TRIDC7AG036650	82.696	0	bhd
Brahy.S02G0027600	TRIDC5AG069790	82.696	0	bhs
Brahy.S06G0135900	TRIDC2BG037260	82.698	0	bhs
Brast06G137900	TRIDC2BG037260	82.698	0	bs
Brahy.S02G0235600	TRIDC1BG052240	82.698	0	bhs
Brahy.S09G0211400	TRIDC2BG000460	68.263	0	bhs
Brahy.S09G0290100	TRIDC1BG061010	60.852	0	bhs
Brahy.S09G0207800	TRIDC5AG053090	64.286	0	bhs
Brahy.S04G0309300	TRIDC7BG059670	82.679	0	bhs
Brahy.S03G0303600	TRIDC7BG022220	82.687	0	bhs
Brahy.D03G0070300	TRIDC5AG025960	82.687	0	bhd
Brahy.D01G0009400	TRIDC5BG081770	82.688	0	bhd
Brahy.D03G0782700	TRIDC6AG044810	91.425	0	bhd
Brahy.S09G0191300	TRIDC2AG064960	78.502	0	bhs
Brahy.D03G0174000	TRIDC1AG036350	91.416	0	bhd
Brahy.S09G0202900	TRIDC2AG062680	91.414	0	bhs
Brahy.S02G0139400	TRIDC4AG013380	82.716	0	bhs
HORVU7Hr1G011180	TRIDC4AG063510	91.413	0	hv
Brahy.S04G0090000	TRIDC4AG041390	82.72	0	bhs
Brahy.S02G0219200	TRIDC4BG027920	91.419	0	bhs
Brahy.S09G0185000	TRIDC2AG057550	92.014	0	bhs
Brahy.S04G0181400	TRIDC6AG037890	82.71	0	bhs
Brahy.S10G0049500	TRIDC5AG012790	91.42	0	bhs
Brahy.S09G0230200	TRIDC2BG073560	82.712	0	bhs
Brahy.S02G0401900	TRIDC7BG046630	82.713	0	bhs
Brahy.S09G0262300	TRIDC2AG076370	94.361	0	bhs
HORVU6Hr1G090000	TRIDC6BG066590	91.419	0	hv
Brahy.S10G0003900	TRIDC5BG000380	82.89	0	bhs
Brahy.S02G0330800	TRIDC5BG060870	82.5	0	bhs
Brahy.S02G0193200	TRIDC4AG023340	91.525	0	bhs
Brahy.S02G0068600	TRIDC4BG050400	86.667	0	bhs
Brahy.S09G0270100	TRIDC2AG078180	66.788	0	bhs
Brahy.S09G0122900	TRIDC2AG049290	80.077	0	bhs
Brahy.S09G0257000	TRIDC2AG069420	79.083	0	bhs
Brahy.D03G0604700	TRIDC6BG017010	91.525	0	bhd
Brast09G261000	TRIDC2AG078740	82.506	0	bs
Brahy.S09G0125300	TRIDC2BG052580	91.077	0	bhs
Brahy.S02G0326000	TRIDC5BG060020	85.888	0	bhs
Brahy.S10G0132800	TRIDC2BG017710	82.5	0	bhs
Brahy.D03G0805000	TRIDC6AG047770	82.485	0	bhd
Brahy.S09G0242200	TRIDC2AG072700	82.487	0	bhs
Brast07G176300	TRIDC7BG046940	82.488	0	bs
Brahy.D03G0706700	TRIDC6BG045890	82.488	0	bhd
Brahy.S07G0197000	TRIDC7BG046940	82.488	0	bhs
Brahy.S02G0412800	TRIDC4AG064860	82.494	0	bhs
Brahy.S09G0047100	TRIDC2BG043290	82.988	0	bhs
Brahy.S09G0243400	TRIDC2AG072460	91.534	0	bhs
Brahy.S02G0351600	TRIDC5BG064270	91.532	0	bhs
Brahy.D02G0115700	TRIDC3AG023380	82.514	0	bhd
Brahy.S09G0060300	TRIDC2AG041420	80.977	0	bhs
Brahy.S02G0319500	TRIDC4AG039000	91.521	0	bhs
Brahy.S02G0065200	TRIDC4AG001790	91.521	0	bhs
Brahy.D03G0455000	TRIDC1BG037950	91.52	0	bhd
Brahy.S04G0363200	TRIDC6AG001480	91.519	0	bhs
Brahy.S02G0234900	TRIDC2AG015320	89.947	0	bhs
Brahy.D03G0536900	TRIDC7AG030480	82.507	0	bhd
Brahy.S09G0125800	TRIDC2AG049760	90.837	0	bhs
Brahy.D03G0445000	TRIDC1BG037100	91.525	0	bhd
Brahy.S02G0042900	TRIDC3BG012120	70.24	0	bhs
Brahy.S02G0194900	TRIDC1AG029160	84.411	0	bhs
Brahy.S02G0074500	TRIDC4AG000500	78.984	0	bhs
Brahy.S02G0325400	TRIDC2AG003400	77.778	0	bhs
Brahy.D02G0067600	TRIDC3AG015140	91.525	0	bhd
HORVU0Hr1G021610	TRIDC7AG051800	91.525	0	hv
Brahy.S02G0176100	TRIDC4BG031460	82.508	0	bhs
Brahy.S02G0336800	TRIDC4BG004500	99.367	0	bhs
Brahy.D04G0390700	TRIDC5BG029960	82.511	0	bhd
Brahy.D03G0723400	TRIDC6AG041120	82.512	0	bhd
Brahy.D02G0379800	TRIDC1AG036610	82.452	0	bhd
Brahy.D02G0767100	TRIDC3AG057090	82.454	0	bhd
Brahy.S10G0137500	TRIDC4AG025480	91.549	0	bhs
Brahy.S09G0103100	TRIDC2AG046860	73.099	0	bhs
Brahy.S09G0189700	TRIDC2BG057050	79.942	0	bhs
Brahy.S09G0241600	TRIDC4AG037910	75.989	0	bhs
Brast09G067900	TRIDC2BG045240	91.544	0	bs
Brahy.S02G0135300	TRIDC4BG037500	91.544	0	bhs
Brahy.S04G0111000	TRIDC6AG039730	82.452	0	bhs
Brahy.S02G0056200	TRIDC4BG048260	82.452	0	bhs
Brahy.S02G0097100	TRIDC5BG013140	64.334	0	bhs
Brahy.D03G0639200	TRIDC3BG025050	82.444	0	bhd
Brahy.S02G0109300	TRIDC4AG009390	82.444	0	bhs
Brahy.S02G0107900	TRIDC4AG009200	82.445	0	bhs
Brahy.S09G0124700	TRIDC2AG049570	91.549	0	bhs
Brahy.D02G0046700	TRIDC3AG009120	91.549	0	bhd
Brahy.S09G0144800	TRIDC2AG055470	80.548	0	bhs
Brahy.D03G0067500	TRIDC7BG059670	82.448	0	bhd
Brahy.D02G0059300	TRIDC3BG015040	82.449	0	bhd
Brahy.S09G0024200	TRIDC2BG005270	86.78	0	bhs
Brast07G077800	TRIDC7BG012640	82.474	0	bs
Brahy.S04G0326200	TRIDC4AG038820	82.477	0	bhs
Brahy.S02G0198700	TRIDC3AG050030	82.477	0	bhs
Brahy.S02G0419300	TRIDC4AG001020	91.536	0	bhs
Brahy.S04G0070200	TRIDC6AG056250	82.477	0	bhs
Brast04G066200	TRIDC6AG056250	82.477	0	bs
Brahy.S09G0096200	TRIDC2BG048520	82.48	0	bhs
Brast03G205500	TRIDC1BG032120	82.48	0	bs
Brahy.S09G0184300	TRIDC2AG057650	83.744	0	bhs
Brahy.S09G0067400	TRIDC2BG045240	91.544	0	bhs
Brahy.S09G0093800	TRIDC6AG011880	82.46	0	bhs
Brahy.S04G0355600	TRIDC2BG075790	82.463	0	bhs
Brast01G009400	TRIDC3AG073450	82.463	0	bs
HORVU3Hr1G075340	TRIDC3BG051250	82.465	0	hv
Brahy.S02G0126200	TRIDC4BG038860	82.467	0	bhs
Brast05G071200	TRIDC4BG011670	91.541	0	bs
Brahy.S05G0088300	TRIDC4BG011670	91.541	0	bhs
Brahy.D03G0296300	TRIDC1BG062360	82.468	0	bhd
Brahy.D03G0699700	TRIDC6AG038570	82.469	0	bhd
Brahy.S02G0097200	TRIDC5AG011300	62.669	0	bhs
Brahy.S09G0015800	TRIDC2AG000870	72.549	0	bhs
Brahy.D03G0445900	TRIDC1BG037210	91.486	0	bhd
Brahy.D04G0120000	TRIDC5BG028830	91.486	0	bhd
Brahy.S09G0010100	TRIDC2BG001900	93.655	0	bhs
HORVU6Hr1G054520	TRIDC6BG039390	91.484	0	hv
Brahy.D02G0806900	TRIDC3AG067380	91.481	0	bhd
HORVU1Hr1G037570	TRIDC2AG017810	91.477	0	hv
Brahy.S09G0201300	TRIDC2AG063170	92.226	0	bhs
Brahy.D03G0556000	TRIDC7BG023900	82.576	0	bhd
Brahy.S09G0249000	TRIDC4AG023850	77.215	0	bhs
Brahy.S09G0160300	TRIDC6AG002720	57.831	0	bhs
Brahy.D03G0215600	TRIDC7AG073080	82.558	0	bhd
Brahy.S02G0014600	TRIDC4BG063680	89.724	0	bhs
Brahy.S02G0168900	TRIDC4BG034420	89.608	0	bhs
Brahy.S02G0108900	TRIDC4BG041480	87.273	0	bhs
Brahy.S02G0012900	TRIDC5AG076450	79.419	0	bhs
Brahy.D03G0383200	TRIDC1BG027970	91.487	0	bhd
Brahy.D03G0814300	TRIDC6AG046310	82.563	0	bhd
Brahy.S02G0373400	TRIDC5AG065260	99.349	0	bhs
Brahy.S02G0301600	TRIDC4AG041760	82.578	0	bhs
Brahy.S02G0115500	TRIDC4AG010130	82.587	0	bhs
Brahy.D02G0570200	TRIDC3AG032170	82.587	0	bhd
Brahy.S02G0112900	TRIDC5BG075630	91.796	0	bhs
Brahy.D02G0535800	TRIDC3AG041430	82.591	0	bhd
Brahy.S09G0251800	TRIDC2AG070580	91.475	0	bhs
Brast09G241400	TRIDC2AG070580	91.475	0	bs
Brahy.D01G0388200	TRIDC7AG077360	82.581	0	bhd
Brahy.D03G0802600	TRIDC6AG047380	91.489	0	bhd
Brahy.S09G0279000	TRIDC2AG080770	74.722	0	bhs
Brahy.D03G0735400	TRIDC6AG042880	82.581	0	bhd
Brahy.S09G0093900	TRIDC2AG045220	82.012	0	bhs
HORVU1Hr1G072990	TRIDC1BG047660	82.584	0	hv
Brahy.D01G0005400	TRIDC4AG048310	82.584	0	bhd
Brahy.S03G0052400	TRIDC7BG035600	82.558	0	bhs
Brahy.S02G0407500	TRIDC5BG079130	91.507	0	bhs
Brahy.S02G0022000	TRIDC4BG058440	84.976	0	bhs
Brahy.S02G0394200	TRIDC5BG075370	84.308	0	bhs
Brahy.S02G0003200	TRIDC1BG037440	65.886	0	bhs
Brahy.D02G0609700	TRIDC3AG035710	91.503	0	bhd
Brahy.D03G0684800	TRIDC6AG035800	91.503	0	bhd
Brahy.D03G0274700	TRIDC7BG029710	91.509	0	bhd
Brahy.S02G0344700	TRIDC5AG058850	92.46	0	bhs
HORVU1Hr1G061260	TRIDC1BG042910	91.516	0	hv
Brahy.D02G0788400	TRIDC3AG066940	82.526	0	bhd
Brahy.D04G0509800	TRIDC5BG048950	82.527	0	bhd
Brahy.D03G0652800	TRIDC6AG030600	82.529	0	bhd
Brahy.S02G0233100	TRIDC5BG029670	82.53	0	bhs
Brahy.S02G0256100	TRIDC5BG059240	76.891	0	bhs
HORVU3Hr1G108780	TRIDC3AG070180	91.513	0	hv
HORVU1Hr1G003530	TRIDC1BG003380	91.511	0	hv
Brahy.S09G0012800	TRIDC2AG001410	87.48	0	bhs
Brahy.S02G0019600	TRIDC5AG074060	82.53	0	bhs
HORVU5Hr1G111680	TRIDC5AG067090	91.509	0	hv
Brahy.D02G0599500	TRIDC3BG038910	91.5	0	bhd
Brahy.S09G0049800	TRIDC1AG061860	85.801	0	bhs
Brahy.S09G0095500	TRIDC2AG045510	82.933	0	bhs
Brahy.D02G0426000	TRIDC1BG022320	91.489	0	bhd
Brahy.S04G0100200	TRIDC6AG041170	91.489	0	bhs
Brast03G048500	TRIDC7BG035600	82.558	0	bs
Brahy.D03G0691000	TRIDC6BG043490	82.548	0	bhd
Brast04G143400	TRIDC6AG033710	91.497	0	bs
Brahy.D02G0593000	TRIDC6BG012640	82.544	0	bhd
HORVU2Hr1G018760	TRIDC2BG016030	82.544	0	hv
HORVU5Hr1G088570	TRIDC2BG001450	82.544	0	hv
Brahy.S04G0152800	TRIDC6AG033710	91.497	0	bhs
Brahy.D03G0121400	TRIDC4BG036830	82.544	0	bhd
Brahy.D02G0064500	TRIDC3BG020430	82.546	0	bhd
Brahy.D01G0519900	TRIDC7AG049560	91.496	0	bhd
Brahy.D02G0007000	TRIDC3AG003200	91.494	0	bhd
Brahy.S09G0092300	TRIDC2AG045030	91.493	0	bhs
Brahy.D03G0070600	TRIDC6BG027660	91.497	0	bhd
Brahy.S09G0251600	TRIDC2BG076280	82.759	0	bhs
Brahy.S04G0307000	TRIDC5AG025960	82.09	0	bhs
Brahy.D03G0033500	TRIDC6AG010440	86.859	0	bhd
Brahy.D03G0815400	TRIDC6AG046430	87.459	0	bhd
Brahy.D03G0110000	TRIDC7BG042670	64.853	0	bhd
HORVU2Hr1G111150	TRIDC2AG070310	91.844	0	hv
Brahy.D02G0490400	TRIDC4AG045140	91.842	0	bhd
HORVU5Hr1G059070	TRIDC5AG032020	91.842	0	hv
Brahy.D04G0589200	TRIDC5AG018220	91.842	0	bhd
Brahy.D02G0836400	TRIDC3AG075500	91.842	0	bhd
Brahy.S02G0104300	TRIDC4AG008650	81.622	0	bhs
Brahy.D03G0026200	TRIDC6BG014600	94.481	0	bhd
Brahy.S02G0205700	TRIDC5AG046730	84.735	0	bhs
Brahy.D03G0143000	TRIDC1BG070090	72.693	0	bhd
Brahy.S02G0003400	TRIDC5AG076540	81.609	0	bhs
Brahy.S02G0216400	TRIDC4BG027160	96.147	0	bhs
HORVU4Hr1G067960	TRIDC4BG043140	81.609	0	hv
Brahy.S02G0124800	TRIDC4BG039050	91.009	0	bhs
Brahy.S02G0115700	TRIDC4AG010150	86.301	0	bhs
Brast02G083400	TRIDC4AG006390	91.848	0	bs
Brahy.S02G0088100	TRIDC4AG006390	91.848	0	bhs
Brahy.S01G0165500	TRIDC3AG041570	81.616	0	bhs
Brahy.S02G0105400	TRIDC7AG008460	70.669	0	bhs
Brahy.S02G0321300	TRIDC4BG010520	85.051	0	bhs
HORVU6Hr1G088380	TRIDC6AG055960	91.837	0	hv
Brahy.D03G0386500	TRIDC1BG028450	91.835	0	bhd
Brahy.D03G0780400	TRIDC6BG073180	81.641	0	bhd
Brahy.D03G0510100	TRIDC5BG036540	72.836	0	bhd
HORVU5Hr1G064510	TRIDC5BG037630	81.643	0	hv
Brahy.D04G0215300	TRIDC4BG019600	81.643	0	bhd
Brahy.D03G0568800	TRIDC7AG034350	73.767	0	bhd
Brahy.D02G0701700	TRIDC3AG047570	72.905	0	bhd
Brahy.D02G0691700	TRIDC3BG052490	81.649	0	bhd
Brahy.S04G0074900	TRIDC6AG055550	91.837	0	bhs
Brahy.D03G0123900	TRIDC2BG065670	81.63	0	bhd
Brahy.S04G0156600	TRIDC6AG033190	81.63	0	bhs
Brahy.S10G0156200	TRIDC3AG059790	74.474	0	bhs
Brahy.S02G0150400	TRIDC2AG009390	72.727	0	bhs
Brast03G214800	TRIDC1AG012630	81.633	0	bs
Brast04G070800	TRIDC6AG055550	91.837	0	bs
Brahy.S10G0087400	TRIDC6AG050770	81.633	0	bhs
Brahy.D03G0557300	TRIDC5BG078750	55.426	0	bhd
Brahy.S02G0141500	TRIDC4AG013710	93.913	0	bhs
Brahy.S02G0386700	TRIDC5AG068370	83.438	0	bhs
Brahy.D02G0509800	TRIDC1AG049220	91.865	0	bhd
Brahy.D04G0591200	TRIDC5BG020330	81.573	0	bhd
Brahy.D04G0388000	TRIDC4AG028600	81.574	0	bhd
Brahy.D04G0428900	TRIDC3AG058800	81.575	0	bhd
Brahy.D03G0753100	TRIDC6BG065280	86.76	0	bhd
Brahy.S02G0340100	TRIDC2AG037450	96.096	0	bhs
Brahy.D03G0786200	TRIDC6AG050410	91.86	0	bhd
Brast02G380700	TRIDC5BG079200	81.579	0	bs
Brahy.D03G0617900	TRIDC4AG046260	61.056	0	bhd
Brahy.D02G0719900	TRIDC3AG050310	81.579	0	bhd
Brahy.S02G0334700	TRIDC5BG061240	95.963	0	bhs
HORVU7Hr1G117180	TRIDC7BG070560	81.572	0	hv
Brast02G068800	TRIDC4BG051440	91.867	0	bs
Brahy.S02G0073200	TRIDC4BG051440	91.867	0	bhs
Brahy.S02G0180100	TRIDC4AG018720	91.866	0	bhs
Brahy.D03G0507700	TRIDC4BG064310	68.126	0	bhd
Brahy.S02G0308300	TRIDC4AG040730	81.569	0	bhs
Brahy.D03G0202400	TRIDC3BG003200	81.569	0	bhd
Brahy.S04G0050900	TRIDC6AG043840	91.866	0	bhs
Brahy.D01G0134100	TRIDC6AG035700	81.572	0	bhd
Brast04G277800	TRIDC6BG026490	81.579	0	bs
Brahy.S04G0096200	TRIDC6AG041810	91.86	0	bhs
Brahy.S04G0124700	TRIDC6AG037590	81.595	0	bhs
Brahy.D03G0812300	TRIDC6BG053710	93.443	0	bhd
Brahy.D03G0173600	TRIDC7BG028020	81.599	0	bhd
Brahy.D02G0603000	TRIDC3AG034920	86.936	0	bhd
Brahy.S04G0345500	TRIDC6AG009700	91.85	0	bhs
Brahy.S04G0056700	TRIDC6AG059490	81.606	0	bhs
Brahy.S04G0083300	TRIDC6AG053260	91.853	0	bhs
Brahy.S02G0407900	TRIDC5BG079200	81.579	0	bhs
Brahy.S04G0300300	TRIDC6BG026490	81.579	0	bhs
Brast03G241900	TRIDC7BG028210	81.585	0	bs
Brahy.S04G0236400	TRIDC5BG017230	91.855	0	bhs
Brahy.D03G0398300	TRIDC1BG030770	91.854	0	bhd
Brahy.D02G0545200	TRIDC3BG032680	81.589	0	bhd
Brahy.D04G0136200	TRIDC4AG027920	81.591	0	bhd
Brahy.D03G0512800	TRIDC3BG022110	72.207	0	bhd
Brahy.D03G0790200	TRIDC3AG043960	91.813	0	bhd
Brahy.S09G0070200	TRIDC2BG045480	91.811	0	bhs
Brahy.S02G0200100	TRIDC1AG037580	81.711	0	bhs
Brahy.S07G0018300	TRIDC7AG011680	81.711	0	bhs
Brast01G320600	TRIDC3BG026770	81.714	0	bs
Brahy.D02G0792000	TRIDC3AG061830	81.718	0	bhd
Brahy.S09G0230900	TRIDC2BG073910	81.718	0	bhs
Brahy.D03G0602000	TRIDC2AG046320	81.719	0	bhd
Brahy.D03G0812000	TRIDC6AG045930	91.815	0	bhd
Brahy.D03G0525500	TRIDC5BG048810	91.818	0	bhd
Brahy.S02G0410000	TRIDC5BG080190	91.817	0	bhs
Brahy.S02G0004600	TRIDC5AG076770	81.698	0	bhs
Brahy.D03G0583800	TRIDC5BG054970	70.398	0	bhd
Brahy.D03G0313300	TRIDC1AG030140	87.158	0	bhd
Brahy.D04G0429100	TRIDC5BG034000	91.817	0	bhd
Brahy.D01G0214200	TRIDC4BG027440	81.704	0	bhd
Brahy.S04G0246300	TRIDC5BG040180	91.817	0	bhs
Brahy.S09G0162700	TRIDC2AG056000	91.81	0	bhs
Brahy.D03G0354500	TRIDC1AG020870	92.308	0	bhd
Brahy.D02G0422500	TRIDC1AG018390	79.866	0	bhd
Brahy.D03G0083400	TRIDC6AG025240	90.667	0	bhd
Brahy.S09G0076000	TRIDC3BG011580	81.732	0	bhs
Brahy.S02G0248400	TRIDC4BG012570	91.807	0	bhs
Brahy.D01G0604500	TRIDC7BG012470	81.734	0	bhd
Brahy.D03G0372600	TRIDC1AG021640	91.805	0	bhd
Brahy.D04G0012600	TRIDC5AG002810	81.738	0	bhd
Brahy.D02G0474600	TRIDC1AG016150	81.739	0	bhd
Brahy.D02G0508300	TRIDC1AG009530	81.739	0	bhd
Brahy.S02G0287800	TRIDC5BG069820	59.696	0	bhs
Brahy.D03G0075900	TRIDC6BG026860	76.883	0	bhd
Brahy.S02G0104000	TRIDC4AG008610	91.81	0	bhs
Brast06G107100	TRIDC2AG029170	91.809	0	bs
Brahy.S09G0206500	TRIDC2AG062080	81.728	0	bhs
Brahy.S10G0056500	TRIDC5AG013420	91.809	0	bhs
Brahy.D03G0655300	TRIDC6BG037680	86.062	0	bhd
HORVU1Hr1G094210	TRIDC1AG063640	91.808	0	hv
Brahy.D03G0541400	TRIDC5AG052800	87.176	0	bhd
Brahy.D03G0647800	TRIDC6AG030700	91.827	0	bhd
Brahy.D03G0687200	TRIDC1BG057100	59.103	0	bhd
Brahy.D03G0071200	TRIDC6BG027510	91.827	0	bhd
Brahy.D03G0109500	TRIDC6AG026430	81.667	0	bhd
Brahy.D02G0493300	TRIDC1BG005160	91.826	0	bhd
Brahy.S02G0101000	TRIDC4AG008260	91.826	0	bhs
Brahy.D02G0321100	TRIDC1AG042630	91.825	0	bhd
Brahy.S04G0021100	TRIDC6AG045700	81.663	0	bhs
Brahy.D02G0731200	TRIDC3AG052020	81.651	0	bhd
Brahy.D03G0156800	TRIDC1BG031960	89.899	0	bhd
Brast02G351500	TRIDC5BG071000	81.66	0	bs
Brahy.S02G0377100	TRIDC5BG071000	81.66	0	bhs
Brahy.D04G0498600	TRIDC5BG046050	81.686	0	bhd
Brahy.S04G0021900	TRIDC6AG045620	81.686	0	bhs
HORVU3Hr1G068040	TRIDC3AG036700	91.822	0	hv
Brahy.D03G0083500	TRIDC6BG031420	81.687	0	bhd
Brahy.D03G0584600	TRIDC7AG036330	81.688	0	bhd
Brahy.D03G0222900	TRIDC6AG054320	69.957	0	bhd
Brahy.D02G0769200	TRIDC3AG056630	81.69	0	bhd
Brast01G258100	TRIDC3BG033780	81.69	0	bs
Brahy.S01G0264600	TRIDC3BG033780	81.69	0	bhs
Brahy.D03G0726700	TRIDC6BG048590	84.129	0	bhd
Brahy.D04G0469000	TRIDC5BG040270	81.694	0	bhd
Brahy.D03G0331000	TRIDC7BG062160	81.694	0	bhd
Brahy.D03G0650900	TRIDC6AG030870	81.695	0	bhd
Brahy.S02G0050600	TRIDC4BG047260	95.198	0	bhs
Brahy.D03G0036300	TRIDC6BG017750	81.675	0	bhd
Brahy.D03G0199100	TRIDC7AG042990	72.61	0	bhd
Brahy.S02G0216300	TRIDC2AG071280	78.684	0	bhs
Brahy.D03G0749900	TRIDC6BG064480	90.113	0	bhd
Brahy.S02G0280900	TRIDC4AG044440	81.683	0	bhs
Brahy.D02G0025300	TRIDC3BG005720	81.684	0	bhd
Brahy.D03G0768800	TRIDC6BG069600	81.685	0	bhd
Brahy.D03G0654000	TRIDC6AG031380	81.679	0	bhd
Brahy.D01G0991500	TRIDC4BG051440	91.867	0	bhd
Brahy.D03G0455200	TRIDC1BG037930	91.912	0	bhd
Brast02G050400	TRIDC4AG003800	81.447	0	bs
Brahy.S02G0406200	TRIDC4AG051740	81.447	0	bhs
Brahy.D03G0145400	TRIDC2BG090690	56.13	0	bhd
Brahy.D02G0766800	TRIDC3BG063970	76.585	0	bhd
Brahy.S02G0216100	TRIDC5BG061720	81.45	0	bhs
Brahy.S02G0291600	TRIDC4AG042890	81.45	0	bhs
Brahy.S02G0139000	TRIDC6AG050480	91.705	0	bhs
Brahy.D03G0494200	TRIDC2BG028870	81.45	0	bhd
Brahy.D02G0283600	TRIDC4AG050870	68.47	0	bhd
Brahy.D03G0195300	TRIDC7BG034680	92.982	0	bhd
Brahy.D03G0021500	TRIDC6AG008610	91.749	0	bhd
Brast02G218600	TRIDC4BG027440	81.454	0	bs
Brahy.D03G0355400	TRIDC3AG012490	81.457	0	bhd
Brahy.D03G0727600	TRIDC6AG041750	91.914	0	bhd
Brahy.D03G0712600	TRIDC6AG039550	81.446	0	bhd
HORVU3Hr1G091360	TRIDC3AG058170	91.919	0	hv
Brahy.S02G0018500	TRIDC4BG059200	87.812	0	bhs
Brahy.S02G0293000	TRIDC4BG006230	83.466	0	bhs
HORVU6Hr1G031360	TRIDC6BG027350	91.917	0	hv
HORVU3Hr1G091310	TRIDC3AG058140	91.917	0	hv
Brahy.S04G0067900	TRIDC6BG066500	91.915	0	bhs
Brahy.S04G0359300	TRIDC6BG004600	81.443	0	bhs
Brast04G334600	TRIDC6BG004600	81.443	0	bs
HORVU2Hr1G118510	TRIDC2AG075470	81.446	0	hv
Brahy.D03G0011300	TRIDC6BG004590	79.087	0	bhd
HORVU3Hr1G068280	TRIDC3BG048480	91.908	0	hv
Brahy.S02G0135200	TRIDC4BG037510	81.463	0	bhs
Brahy.D03G0276600	TRIDC7AG017780	86.858	0	bhd
Brahy.D03G0363100	TRIDC1AG020230	85.488	0	bhd
Brahy.D02G0814900	TRIDC3AG069590	81.465	0	bhd
Brahy.S06G0241000	TRIDC2AG015740	81.465	0	bhs
Brahy.D01G0684500	TRIDC7AG011680	81.471	0	bhd
Brahy.D03G0275400	TRIDC7BG029920	81.474	0	bhd
Brahy.D02G0128800	TRIDC3AG024970	81.474	0	bhd
Brahy.D03G0704400	TRIDC6AG038100	81.475	0	bhd
Brahy.D03G0160800	TRIDC5AG009960	71.463	0	bhd
Brahy.D03G0017500	TRIDC6AG006120	78.261	0	bhd
HORVU2Hr1G060440	TRIDC2AG032920	91.909	0	hv
Brahy.D01G0060300	TRIDC5AG064440	81.458	0	bhd
Brahy.D04G0289600	TRIDC4BG012940	91.909	0	bhd
Brahy.D02G0090200	TRIDC3AG063660	91.909	0	bhd
Brahy.D01G0939600	TRIDC4BG039980	81.459	0	bhd
Brahy.S02G0418500	TRIDC4AG048310	81.461	0	bhs
Brahy.D03G0475600	TRIDC6AG017960	88.542	0	bhd
Brahy.D03G0377900	TRIDC1AG022430	67.422	0	bhd
Brahy.S07G0260600	TRIDC7AG074470	91.908	0	bhs
Brahy.S02G0242300	TRIDC2BG001370	81.441	0	bhs
Brahy.S02G0293900	TRIDC4BG006320	91.921	0	bhs
Brahy.S02G0046500	TRIDC4BG053530	85.932	0	bhs
Brahy.S02G0308800	TRIDC4BG008590	70.789	0	bhs
Brahy.D02G0770600	TRIDC5BG035810	91.935	0	bhd
Brahy.S02G0293800	TRIDC5BG000170	86.751	0	bhs
Brahy.D03G0501200	TRIDC7BG031650	68.374	0	bhd
Brast07G017100	TRIDC7AG011680	81.416	0	bs
HORVU6Hr1G059370	TRIDC6AG035700	91.935	0	hv
Brahy.S02G0114400	TRIDC4BG040570	81.42	0	bhs
Brahy.S02G0034600	TRIDC1AG030930	88.705	0	bhs
Brahy.S02G0229100	TRIDC4BG029040	81.421	0	bhs
Brahy.S02G0322100	TRIDC5BG059430	91.942	0	bhs
Brahy.D03G0050700	TRIDC4AG042920	94.636	0	bhd
Brahy.S09G0081500	TRIDC2AG043860	81.408	0	bhs
HORVU2Hr1G085370	TRIDC2BG054000	81.408	0	hv
Brahy.S09G0020800	TRIDC5BG029210	91.94	0	bhs
Brahy.D02G0749900	TRIDC3AG054640	81.414	0	bhd
Brahy.D03G0299500	TRIDC1BG009610	81.414	0	bhd
Brahy.D02G0375600	TRIDC1AG036640	75.871	0	bhd
Brahy.D02G0176000	TRIDC3AG028020	91.935	0	bhd
Brahy.D03G0723900	TRIDC6AG041250	81.707	0	bhd
Brahy.D03G0564400	TRIDC7BG025000	81.431	0	bhd
Brahy.D03G0219500	TRIDC7BG036850	81.431	0	bhd
Brahy.D01G0537300	TRIDC7AG009020	81.433	0	bhd
Brahy.D02G0281400	TRIDC1AG049050	88.978	0	bhd
Brahy.D02G0134000	TRIDC3AG025120	81.434	0	bhd
Brahy.D02G0453100	TRIDC1AG015130	81.437	0	bhd
Brahy.D02G0349400	TRIDC1AG038910	81.437	0	bhd
Brast01G182000	TRIDC3AG039630	91.924	0	bs
Brahy.S02G0057700	TRIDC4BG048620	81.437	0	bhs
Brahy.D02G0223100	TRIDC1AG053970	81.44	0	bhd
Brahy.S02G0388900	TRIDC5AG069040	63.885	0	bhs
Brahy.S02G0074700	TRIDC4BG051490	71.233	0	bhs
Brahy.S02G0296500	TRIDC4AG042360	86.902	0	bhs
Brahy.S02G0282200	TRIDC1AG040730	70.204	0	bhs
