bhdid	piN	piS	pin/pis
Brahy.S04G0145600	0.0016461499999999999	0.00227306225	0.76055728425
Brahy.S04G0149500	0.00197138	0.002924088	0.674186395
Brahy.S04G0150800	0.0004992275	0.0010036845	0.411784395
Brahy.S04G0153700	0.000983454	0.00232558	0.4500867705
Brahy.S04G0156000	0.000338999	0.00022212949999999998	1.8018165769999999
Brahy.S04G0156200	0.0009135165	0.005681173	0.1609368075
Brahy.S04G0160600	0.000510142	0.0023263593333333337	0.25046738333333335
Brahy.S04G0162200	0.001163663	0.0008663265000000001	1.856396702
Brahy.S04G0164800	0.0008452304999999999	0.002578573	0.3266120695
Brahy.S04G0165000	0.000652032	0.004759131	0.137006549
Brahy.S04G0165200	0.000639963	0.001426332	0.448677569
Brahy.S04G0167500	0.0009692783333333333	0.0015733086666666668	0.65479368
Brahy.S04G0167700	0.0004195135999999999	0.001217842	0.44757017280000005
Brahy.S04G0169400	0.0006518895	0.0023088025	0.282354374
Brahy.S04G0171300	0.000727176	0.004960188	0.146602443
Brahy.S04G0175000	0.000900054	0.007148887	0.125901325
Brahy.S04G0181600	1.35e-05	2.92e-05	0.462839743
Brahy.S04G0184500	0.000115122	0.001554582	0.074053367
Brahy.S04G0198000	0.0012684416666666667	0.0030399713333333334	0.42769601
Brahy.S04G0203800	0.000286251	0.0007397266666666668	0.377240407
Brahy.S04G0217300	0.00031697	0.002018227	0.157053853
Brahy.S04G0224500	7.46e-05	0.000226843	0.328783811
Brahy.S04G0228800	0.000479808	0.000925553	0.518401335
Brahy.S04G0236900	0.0008109384999999999	0.0005942755	3.3632707230000003
Brahy.S04G0238300	0.013943835666666668	0.020853035000000002	0.6677654369999999
Brahy.S04G0242700	0.001215505	0.008703431	0.139658126
Brahy.S04G0250000	0.001867409	0.001132396	1.649077789
Brahy.S04G0257500	0.000399721	0.001336246	0.299137595
Brahy.S04G0262000	0.001350809	0.000262053	5.154708017
Brahy.S04G0265400	0.0037744383333333333	0.006046227	0.6459426006666668
Brahy.S04G0267800	0.002518785	0.001431252	1.759846941
Brahy.S04G0270800	0.013067885	0.035559141	0.367497205
Brahy.S04G0271000	0.0016200084999999998	0.002506126	0.770143138
Brahy.S04G0279800	0.003258335	0.008202359666666666	0.467200885
Brahy.S04G0280000	0.000173909	0.000337864	0.514730822
Brahy.S04G0280200	5.23e-05	0.000961903	0.054351382
Brahy.S04G0287000	0.000232097	0.000138909	1.670861389
Brahy.S04G0293400	0.001568571	0.008876694	0.176706657
Brahy.S04G0293500	0.0171744775	0.02220872675	0.78155950625
Brahy.S04G0295600	0.000229093	0.000627955	0.36482308
Brahy.S04G0301200	1.59e-05	6.94e-05	0.229414436
Brahy.S04G0302100	0.000497545	0.000144381	3.446049418
Brahy.S04G0307300	0.0015270315	0.0014483719999999999	0.824036136
Brahy.S04G0308300	0.0007860524999999999	0.0008904725	0.9973764755
Brahy.S04G0317400	0.000803	0.000534127	1.503387198
Brahy.S04G0319200	0.007165317	0.005325102	1.345573498
Brahy.S04G0319700	0.000665053	0.000434914	1.52916074
Brahy.S04G0324600	5.01e-05	0.00015153	0.330583756
Brahy.S04G0324900	0.003647204	0.00664616	0.548768592
Brahy.S04G0326800	0.001324418	0.004352152	0.304313451
Brahy.S04G0328800	0.000170731	0.001208317	0.141296664
Brahy.S04G0330200	0.000415665	0.000415547	1.000283617
Brahy.S04G0331500	0.002254	0.00132815	1.697097069
Brahy.S04G0333500	0.00020123275	0.00026274425	0.87043069475
Brahy.S04G0338000	0.000173282	0.0006630480000000001	0.2172321865
Brahy.S04G0347000	0.002296808	0.001587419	1.446882087
Brahy.S04G0348100	0.0006206545	0.001302341	0.46296289999999996
Brahy.S04G0352000	0.000445753	0.001010365	0.441180404
Brahy.S04G0355300	0.028523577	0.014955045	1.907287958
Brahy.S04G0359400	0.000274629	0.000211217	1.300217681
Brahy.S04G0362700	0.000773805	0.0048497835	0.18427237625
Brahy.S04G0367200	8.63e-05	0.000585388	0.147480724
Brahy.S05G0001300	0.002629385	0.003583552	0.733737133
Brahy.S05G0001500	0.000319047	0.000276133	1.155411394
Brahy.S05G0003000	0.000969309	0.00150926	0.642241457
Brahy.S05G0008900	0.0001707	0.001589947	0.107361937
Brahy.S05G0012900	0.00097166	0.001527067	0.636291498
Brahy.S05G0015400	0.0008550945	0.0076324815	0.1115266495
Brahy.S05G0017600	0.000461223	0.002177984	0.211765837
Brahy.S05G0021100	1.81e-05	0.0003119875	0.0734358715
Brahy.S05G0027700	0.0011038340000000002	0.0012023294	1.1005709926
Brahy.S05G0027800	0.0004098865	0.0031337565000000003	0.09797154749999999
Brahy.S05G0034300	0.002938218	0.002066011	1.422169802
Brahy.S05G0042600	0.001350866	0.001280718	1.054771991
Brahy.S05G0048600	0.01166467325	0.010288463250000001	1.110084045
Brahy.S05G0050300	0.000603015	0.000845271	0.713398102
Brahy.S05G0051700	6.68e-05	0.000220371	0.303057287
Brahy.S05G0055300	7.6e-05	0.000242883	0.313011945
Brahy.S05G0056600	0.00140039	0.0032358225	0.5638925730000001
Brahy.S05G0060300	0.010030534	0.0124455665	0.81309168625
Brahy.S05G0060400	0.020096799999999998	0.027574125499999998	0.7308095917499999
Brahy.S05G0062000	0.0017744570000000001	0.0012065206666666665	1.4538325463333333
Brahy.S05G0065400	0.00080020975	0.00146294325	0.53695607775
Brahy.S05G0069500	0.00234549	0.001557723	1.505716837
Brahy.S05G0072400	0.0072971699999999995	0.01219395125	0.6058547025000001
Brahy.S05G0076200	0.0002598075	0.001154915	0.2647541025
Brahy.S05G0077100	0.000263227	0.000514668	0.511450382
Brahy.S05G0079400	0.000823376	0.001041037	0.790919057
Brahy.S05G0085900	0.001518817	0.001906015	0.796854458
Brahy.S05G0089800	0.0007703440000000001	0.004402677666666666	0.17918729033333333
Brahy.S05G0092900	0.000245125	0.001904057	0.128738152
Brahy.S05G0095000	0.0015819085	0.00290365	0.512252524
Brahy.S05G0102600	0.00681553475	0.014362249	0.474633099
Brahy.S05G0104800	0.004320123	0.010040135	0.430285371
Brahy.S05G0109000	0.000137839	0.001232965	0.111794441
Brahy.S05G0111700	0.00142027025	0.002377833	0.55894228875
Brahy.S05G0113500	0.00020155333333333333	0.0033889953333333333	0.063288107
Brahy.S05G0114500	0.00040185599999999997	0.000498506	0.774659185
Brahy.S05G0119000	0.000658122	0.0023672700000000003	0.333481474
Brahy.S05G0125200	0.000384348	0.001122719	0.342337052
Brahy.S05G0133300	0.000357442	0.0002322985	1.500416445
Brahy.S05G0137500	0.002579683666666667	0.0036405726666666667	0.8178509706666667
Brahy.S05G0139400	0.000622983	0.003565158	0.174741968
Brahy.S05G0143200	0.000138353	0.00019086	0.724895271
Brahy.S05G0145000	0.000178359	0.000595992	0.299264827
Brahy.S05G0156300	0.000623457	0.001863757	0.334516318
Brahy.S05G0156700	0.002084874333333333	0.0015787026666666667	1.1984829453333334
Brahy.S05G0159400	0.00647929375	0.0131311	0.49246376875
Brahy.S05G0161200	0.000495566	0.000854366	0.580039026
Brahy.S05G0163600	0.012777316	0.00444103425	3.09344571925
Brahy.S05G0174500	0.000531682	0.00137572	0.386475704
Brahy.S05G0180900	0.002792004	0.003218606	0.867457667
Brahy.S05G0183700	0.005465734	0.0055770125	0.9621066285
Brahy.S05G0184100	7.98e-05	0.000328605	0.242754201
Brahy.S05G0184700	0.0011088945	0.0043122495	0.2445011225
Brahy.S05G0190600	0.00699615575	0.00533159525	1.40576458525
Brahy.S05G0200400	6.53e-05	0.00271553	0.024048082
Brahy.S05G0200600	0.0020801303333333335	0.007886943666666667	0.3819195123333334
Brahy.S05G0200900	0.0008510515	0.00094904	0.896749086
Brahy.S05G0202500	0.000288489	0.000973078	0.296470815
Brahy.S05G0203500	0.000980762	0.001700215	0.576845494
Brahy.S05G0218600	0.002643456	0.0048956765	0.45923333450000003
Brahy.S05G0218800	0.003771889	0.003393827	1.111397031
Brahy.S05G0221000	0.001031341	0.001659285	0.621557452
Brahy.S05G0230600	0.00749534775	0.010296076250000001	0.73617445875
Brahy.S05G0241300	0.002997108	0.011159705	0.268565201
Brahy.S05G0241800	0.000280282	0.000967527	0.289689205
Brahy.S05G0246700	0.003986392	0.004888844999999999	0.835088871
Brahy.S05G0247100	0.0011825273333333334	0.004350142333333334	0.27002948833333335
Brahy.S05G0253100	0.00035256800000000004	0.000544247	0.7412591045
Brahy.S05G0253200	0.0036316235000000002	0.0057600772500000005	1.0986063435
Brahy.S05G0258700	0.0005859075	0.0008260275	1.1439229579999999
Brahy.S05G0263100	0.000779836	0.0012196135000000002	0.62940285225
Brahy.S05G0268500	0.00180351	0.00115687	1.558956275
Brahy.S05G0269600	0.00961171775	0.007384225750000001	1.30756919625
Brahy.S05G0270000	0.000237749	0.000931697	0.255177866
Brahy.S05G0282500	0.002511381	0.001741454	1.442117164
Brahy.S05G0283700	0.0001601365	0.0039136145	0.041560131
Brahy.S05G0283900	4.86e-05	0.000204012	0.238014308
Brahy.S05G0295700	0.000362629	0.000761118	0.476441757
Brahy.S05G0300500	0.002010880333333333	0.0009931996666666667	2.119085013
Brahy.S05G0301600	0.00066953	0.002547324	0.262836442
Brahy.S05G0302000	0.0021921358000000003	0.0042627888	0.486333777
Brahy.S05G0308200	0.0006858994	0.0023834876000000003	0.4986356648
Brahy.S05G0312200	0.0042433492000000005	0.0057071796	0.733978233
Brahy.S05G0313300	0.000113408	0.000351339	0.322786425
Brahy.S05G0314300	0.00936905475	0.01134326225	0.8400682225
Brahy.S05G0319600	0.00099201075	0.00140574775	0.9297397399999999
Brahy.S05G0321000	0.005544364	0.00160961	3.444538634
Brahy.S05G0322200	0.002409146	0.001465719	1.643661045
Brahy.S05G0324100	0.000751664	0.0012363265	0.7606760115
Brahy.S05G0325500	0.001310251	0.003106584	0.421765893
Brahy.S05G0325700	7.84e-05	4.58e-05	1.710165389
Brahy.S05G0326400	0.0011344673333333333	0.005010926333333333	0.24073406733333333
Brahy.S05G0330400	0.001621074	0.001589727	1.019718503
Brahy.S06G0000400	0.0006374765000000001	0.0050517765	0.21314694850000002
Brahy.S06G0003700	0.002016628	0.002859031	0.705353712
Brahy.S06G0007000	0.004452461	0.0071904	0.6064045245
Brahy.S06G0007300	0.022842707	0.012297879	1.857450957
Brahy.S06G0007600	0.000767047	0.001162175	0.660009695
Brahy.S06G0008200	0.003036084	0.004014842	0.75621521
Brahy.S06G0009400	0.00097809	0.0045968	0.212776202
Brahy.S06G0009500	0.0005191725	0.001599467	0.32422874
Brahy.S06G0009700	0.0073010720000000005	0.0201319035	0.36030486375
Brahy.S06G0009800	0.0017952715	0.0022451245	1.286155493
Brahy.S06G0012600	0.0007837215	0.00409507525	0.18311622825
Brahy.S06G0013900	0.000960184	0.003541524	0.280283098
Brahy.S06G0014100	0.001287721	0.001768086	0.728313481
Brahy.S06G0020000	0.000698474	0.001126316	0.620140331
Brahy.S06G0022500	0.000120339	0.000166442	0.723009282
Brahy.S06G0025100	0.00187328	0.002049397	0.914064196
Brahy.S06G0029600	0.0019523515	0.003097396	0.6405653005
Brahy.S06G0029900	0.00440146275	0.0043238554999999994	1.01530970125
Brahy.S06G0030800	0.00063347	0.000334009	1.896564138
Brahy.S06G0034400	0.00133433475	0.0010053275	1.0799648987500001
Brahy.S06G0035500	0.00234487	0.001535128	1.527475482
Brahy.S06G0036800	0.000352305	0.000972583	0.362236108
Brahy.S06G0037000	0.008853894	0.010997919333333333	0.9379209086666666
Brahy.S06G0042300	0.000722873	0.002541374	0.284441904
Brahy.S06G0043600	0.001811887	0.00150758	1.201851757
Brahy.S06G0044400	0.001485807	0.002627893	0.565398595
Brahy.S06G0045200	0.002083333	0.006896552	0.302083333
Brahy.S06G0049500	0.000361799	0.001124035	0.321875183
Brahy.S06G0051400	0.005828439	0.0066468998	0.9165461788
Brahy.S06G0055100	0.0014881493333333334	0.003122517	0.44612151866666666
Brahy.S06G0056200	0.0013695354	0.0035963782	0.4315087954
Brahy.S06G0060200	0.002491164	0.004372422	0.569744718
Brahy.S06G0061800	0.006464728	0.006995217	0.924164003
Brahy.S06G0063000	0.002623408	0.002192438	1.19657155
Brahy.S06G0063100	0.000355183	0.00107904	0.329165853
Brahy.S06G0063700	0.0020869515000000003	0.001763464	1.2590712552499999
Brahy.S06G0070700	0.001842255	0.004727335	0.389702604
Brahy.S06G0080000	0.020843939	0.025539979	0.816129852
Brahy.S06G0082900	0.002142436	0.002423491	0.884028796
Brahy.S06G0084900	0.00225264075	0.0041835955	0.5765374875
Brahy.S06G0085700	0.001011975	0.00284495	0.355709226
Brahy.S06G0088600	0.0002784295	0.0009931755	0.28297069425
Brahy.S06G0097600	0.001076298	0.003566733	0.301760039
Brahy.S06G0099000	8.94e-05	0.000505698	0.176695943
Brahy.S06G0104000	0.001221614	0.0013517105	1.15669920975
Brahy.S06G0110800	0.0027232975	0.005259464	0.5719232894999999
Brahy.S06G0113500	0.0062211	0.006856266	0.907359822
Brahy.S06G0113600	0.000806021	0.005715639	0.141020277
Brahy.S06G0114500	0.003100148	0.007089928	0.437260846
Brahy.S06G0115500	0.003102401	0.002309042	1.343587702
Brahy.S06G0115600	0.001218924	0.016414243	0.074260128
Brahy.S06G0124500	0.003732504	0.002797327	1.334311184
Brahy.S06G0124600	0.002609838	0.0027354	0.954097361
Brahy.S06G0124800	0.002450768	0.00243452	1.006674089
Brahy.S06G0128600	0.000258444	0.001365725	0.189235597
Brahy.S06G0128800	0.000961162	0.001753046	0.548281387
Brahy.S06G0133300	0.0007363256666666667	0.00048662333333333337	1.5505255719999997
Brahy.S06G0136000	0.0002923815	0.0009494645	0.30788185
Brahy.S06G0139300	0.0018578300000000002	0.0020905726666666665	0.8551359456666666
Brahy.S06G0143200	0.000274223	0.000836587	0.327787934
Brahy.S06G0144700	0.0006633328333333333	0.0025338214999999996	0.28489170366666666
Brahy.S06G0153300	0.00112784475	0.00622991525	0.17844731
Brahy.S06G0166800	9.9579e-05	0.000188571	0.5246411165
Brahy.S06G0171000	0.000644178	0.0006059895000000001	0.711290273
Brahy.S06G0179700	0.000503269	0.001114794	0.451445534
Brahy.S06G0187000	0.00221558	0.004170887	0.531201245
Brahy.S06G0193100	0.002377038	0.001537611	1.545929368
Brahy.S06G0194700	0.00176264125	0.00387855475	1.0712634275
Brahy.S06G0194800	0.00206554025	0.00172542325	1.26664681375
Brahy.S06G0199300	5.95e-05	0.000166396	0.35785457
Brahy.S06G0200600	0.001207619	0.002066722	0.584316299
Brahy.S06G0207700	0.001207283	0.001404386	0.859651337
Brahy.S06G0210900	0.00183456975	0.00119182825	1.5090675245
Brahy.S06G0219200	0.000266071	0.000409612	0.649567418
Brahy.S06G0221200	0.007362702	0.005708464	1.289786926
Brahy.S06G0222900	0.00121570225	0.00304478	0.40335862125
Brahy.S06G0226300	0.000930803	0.002054334	0.453092351
Brahy.S06G0229300	0.001009526	0.00385396	0.261945025
Brahy.S06G0235000	0.000837399	0.002544878	0.329052626
Brahy.S06G0235300	0.0141086055	0.00366174875	3.853682097
Brahy.S06G0237400	0.00429295625	0.00215236375	1.9927256670000002
Brahy.S06G0239600	0.005980506666666666	0.004647598	1.8048078986666667
Brahy.S06G0241000	0.000128266	0.000121066	1.059476032
Brahy.S06G0246500	0.000577471	0.001257735	0.459135237
Brahy.S06G0247400	0.0011810265	0.00597314525	0.1989393185
Brahy.S06G0247800	6.77e-05	0.000114711	0.58984936
Brahy.S06G0253300	0.003091724	0.009806373	0.315276981
Brahy.S06G0254200	0.00028180133333333336	0.0007329369999999999	0.547627073
Brahy.S06G0256100	0.006955532	0.007616211	0.913253681
Brahy.S06G0258600	0.000593042	0.001822157	0.325461255
Brahy.S06G0260300	0.000392655	0.001272812	0.308494151
Brahy.S06G0260400	0.0044860135	0.0050076735	0.5399922295
Brahy.S06G0260600	0.004170142	0.016483516	0.252988602
Brahy.S06G0264300	0.0026270673333333334	0.004739678666666666	1.3988665540000003
Brahy.S06G0269800	0.0015339785	0.0036212197499999998	0.4754249835
Brahy.S07G0002600	0.001548072	0.00316569	0.489015686
Brahy.S07G0009300	0.014607096	0.024042032	0.607564939
Brahy.S07G0009500	0.001739938	0.004340426	0.400868064
Brahy.S07G0011000	0.00440379025	0.0053253065	0.84982909875
Brahy.S07G0012900	0.0011070605	0.00365219775	0.31148851475
Brahy.S07G0015500	5.53e-05	0.000183151	0.301722293
Brahy.S07G0019900	0.0028273350000000003	0.003769853	0.6570037870000001
Brahy.S07G0022500	0.00016920933333333332	0.00019635966666666668	0.8672029406666667
Brahy.S07G0024500	0.0017223944999999999	0.00236370325	0.74940654575
Brahy.S07G0027900	0.001004195	0.005503601	0.182461483
Brahy.S07G0028000	0.000101874	0.000268174	0.379878261
Brahy.S07G0028600	0.000923716	0.000762549	1.211353052
Brahy.S07G0033000	0.002889304	0.001977913	1.460783724
Brahy.S07G0033200	0.0002318126	0.0009797978	0.43119356159999994
Brahy.S07G0039500	0.000820546	0.0018085269999999999	0.357873394
Brahy.S07G0039900	0.000192535	0.001814635	0.10610122
Brahy.S07G0040000	0.0011179565	0.002772391	0.40226955325
Brahy.S07G0040400	0.001500023	0.00420783425	0.37963899474999996
Brahy.S07G0040900	0.000116518	0.000306784	0.379805692
Brahy.S07G0044100	0.000308708	0.000679698	0.52531882
Brahy.S07G0053000	0.0002274595	0.0003833655	0.7544838635
Brahy.S07G0068200	0.006105149	0.007686375	0.794282038
Brahy.S07G0072500	0.000227851	0.00119853	0.190108625
Brahy.S07G0073400	0.0009277253333333334	0.0018046536666666668	0.6776520690000001
Brahy.S07G0080500	0.0047049710000000005	0.0052865596	0.5453197292
Brahy.S07G0082600	0.000810871	0.002292315	0.353734572
Brahy.S07G0085400	0.0015027615	0.0013695735	1.11796286875
Brahy.S07G0085900	0.0034561345	0.0028060784999999998	1.111525838
Brahy.S07G0089100	0.001420819	0.0004063535	3.5646407385
Brahy.S07G0089900	0.001033755	0.003409315	0.303214926
Brahy.S07G0092800	0.000366677	0.000989044	0.370739182
Brahy.S07G0094600	0.012276764	0.007953123	1.543640691
Brahy.S07G0097200	0.005107058	0.004532279	1.126818825
Brahy.S07G0100900	0.00056818375	0.00044196525	1.803365093
Brahy.S07G0103500	0.000368013	0.000810061	0.454303458
Brahy.S07G0108900	0.012838831	0.027405523	0.468476039
Brahy.S07G0110200	0.002574244	0.0051045759999999996	0.537008065
Brahy.S07G0110700	0.004441504	0.006514385	0.681799508
Brahy.S07G0112100	0.002602342	0.001194575	2.178467179
Brahy.S07G0113400	0.00069944	0.001296899	0.539317145
Brahy.S07G0114500	0.000494256	0.000532071	0.928929159
Brahy.S07G0114600	0.000285688	0.000188396	1.516426072
Brahy.S07G0115000	0.0008150405	0.0055478545	0.20356783850000001
Brahy.S07G0117000	0.004368634	0.002767393	1.57860975
Brahy.S07G0148000	0.001044707	0.0028279575	0.5378734975
Brahy.S07G0151700	0.00023752799999999998	0.00346733575	0.07219753225
Brahy.S07G0160000	0.000263528	0.000425536	0.619286183
Brahy.S07G0162000	0.000638298	0.000366454	1.7445492985
Brahy.S07G0162500	0.003423398	0.001938102	1.766365871
Brahy.S07G0163900	0.0008601415	0.0013001772499999999	0.90293896275
Brahy.S07G0166000	0.001537197	0.01047603	0.146734732
Brahy.S07G0166500	0.001032062	0.001720415	0.59989113
Brahy.S07G0166700	0.00421718875	0.00513279575	0.816297469
Brahy.S07G0176600	0.000697749	0.001424754	0.489732609
Brahy.S07G0179100	0.0023874725	0.00247858	0.9933151745
Brahy.S07G0180900	0.000318872	0.000373715	0.853248301
Brahy.S07G0182900	0.001049991	0.001421268	0.738770927
Brahy.S07G0194300	0.0016902915	0.0012799635	1.6524053485
Brahy.S07G0201300	0.002705413	0.005675634	0.476671503
Brahy.S07G0203600	0.002001678	0.003320723	0.602783781
Brahy.S07G0205400	0.000155678	0.000480242	0.32416487
Brahy.S07G0209600	8.77e-05	0.000101067	0.867555629
Brahy.S07G0213200	0.00061413	8.51e-05	7.215264274
Brahy.S07G0213500	0.0015543705	0.0051128680000000004	0.30842551475
Brahy.S07G0213800	0.02029979925	0.0144030415	1.41459165275
Brahy.S07G0214700	0.000475232	0.000661216	0.71872449
Brahy.S07G0216400	0.000294778	0.002210859	0.133332011
Brahy.S07G0218600	0.008204292666666666	0.010955973	0.6159479273333334
Brahy.S07G0219300	0.000372077	0.001738588	0.214011083
Brahy.S07G0220500	0.002652894	0.002427876	1.092681174
Brahy.S07G0228000	0.00108802725	0.003054308	0.73178000825
Brahy.S07G0229000	0.00182327475	0.001180735	1.9435582115
Brahy.S07G0231400	0.000279776	0.0010084340000000001	0.21589563025
Brahy.S07G0233300	0.00029804500000000004	0.0021669	0.113516969
Brahy.S07G0233400	0.00024673	0.000333937	0.645580862
Brahy.S07G0235600	0.0021053935	0.0008896325	2.3664560655
Brahy.S07G0240600	0.001629633	0.002432238	0.670013597
Brahy.S07G0244400	0.000260259	0.000874301	0.29767602
Brahy.S07G0246900	0.000451455	0.001653301	0.273062886
Brahy.S07G0249100	0.00374601025	0.0055901445	0.68943963225
Brahy.S07G0251000	0.00669367075	0.00496186425	1.35701136025
Brahy.S07G0252900	0.000815021	0.02487547675	0.03357376425
Brahy.S07G0256500	0.008968018	0.010458474	0.857488189
Brahy.S07G0261100	0.0018500313333333334	0.0036159020000000003	0.5318016360000001
Brahy.S07G0264100	0.0020681543333333336	0.0012593466666666667	1.6673588133333332
Brahy.S07G0270100	0.000188665	0.001311256	0.143881077
Brahy.S07G0270600	0.00030455433333333333	0.0017673903333333331	0.22523622766666665
Brahy.S07G0270800	0.009681133	0.00703468725	1.412111943
Brahy.S07G0271700	0.002862091	0.001551892	1.844258712
Brahy.S07G0272300	0.001045233	0.000707003	1.478399472
Brahy.S08G0000800	0.001257894	0.002133966	0.589463127
Brahy.S08G0001500	0.0062001555	0.00743741675	0.855911687
Brahy.S08G0002500	0.00018152499999999998	0.000295044	0.701789715
Brahy.S08G0005700	0.001336584	0.001000834	1.335470664
Brahy.S08G0007800	0.000443729	0.002263564	0.196031161
Brahy.S08G0009800	0.001464433	0.000858105	1.706588504
Brahy.S08G0013200	0.001245816	0.001023505	1.217204824
Brahy.S08G0013600	0.0031353192	0.0041777334	0.7306288038
Brahy.S08G0015400	0.021113815	0.036570156	0.577350983
Brahy.S08G0019500	0.008276566	0.012695108	0.65194921
Brahy.S08G0020300	0.00583961375	0.0051539097499999995	1.13437559775
Brahy.S08G0021800	0.002793668	0.00428699	0.651661935
Brahy.S08G0022600	0.000815234	0.000758244	1.075159537
Brahy.S08G0029700	0.0009396536666666667	0.000955257	1.1211315936666666
Brahy.S08G0030100	0.00316227975	0.0040903735	0.783006073
Brahy.S08G0032200	0.000350213	0.00213904	0.163724412
Brahy.S08G0035900	0.0023324555	0.004450343	0.548007593
Brahy.S08G0037400	0.003091597	0.005218186	0.59246573
Brahy.S08G0038200	0.0008771535	0.001315254	0.6660941785000001
Brahy.S08G0039400	0.0005350642	0.0025647916	0.2549382632
Brahy.S08G0042600	0.002335664	0.012977125	0.179983144
Brahy.S08G0043000	0.002296844	0.010909595	0.210534265
Brahy.S08G0047200	0.000190677	0.000640299	0.297793314
Brahy.S08G0051900	0.012528876	0.0232560055	0.54020572725
Brahy.S08G0053400	9.41e-05	0.00028772	0.326987923
Brahy.S08G0054200	0.00218693	0.008993393	0.243170693
Brahy.S08G0055900	0.000263677	0.000420294	0.627362937
Brahy.S08G0056500	0.001035852	0.004388505	0.236037438
Brahy.S08G0058300	0.000194671	0.0013384145	0.137206378
Brahy.S08G0060400	0.001508692	0.0018593685	0.81594455575
Brahy.S08G0064900	0.002416506	0.002896313	0.834338505
Brahy.S08G0073700	0.002225035	0.004063878	0.54751514
Brahy.S08G0074000	0.000345789	0.0017376420000000002	0.1984130255
Brahy.S08G0078300	0.01884832075	0.0271189485	0.69538120125
Brahy.S08G0078600	0.000629723	0.002240326	0.281085413
Brahy.S08G0079800	0.0015027445	0.0021330919999999996	0.8803317879999999
Brahy.S08G0080400	0.000181077	0.0009797675	0.232337812
Brahy.S08G0080500	0.004027609	0.005920581	0.680272528
Brahy.S08G0083900	0.009159754249999999	0.0074897695	1.20758244825
Brahy.S08G0086000	0.000163129	0.0007995266666666667	0.20580610600000002
Brahy.S08G0096600	0.00094304	0.000938174	1.005186722
Brahy.S08G0101600	0.0009872035	0.001781109	0.5386892455000001
Brahy.S08G0102900	0.000350594	0.000412473	0.849979926
Brahy.S08G0104700	0.003557962	0.0056639785	0.629909842
Brahy.S08G0105000	0.000162381	0.001597017	0.10167742
Brahy.S08G0107100	0.002033152	0.00397705	0.511220961
Brahy.S08G0109100	0.001420997	0.002861144	0.496653625
Brahy.S08G0112100	0.000684718	0.002246732	0.304761905
Brahy.S08G0115000	0.0010148294999999998	0.002147628	0.5618004595
Brahy.S08G0115500	0.000549829	0.001005667	0.546730882
Brahy.S08G0118000	0.00283260225	0.00397270825	0.7151294605
Brahy.S08G0120000	0.004578542	0.011162881	0.410157737
Brahy.S08G0123000	0.000655764	0.000673649	0.973451258
Brahy.S08G0128200	0.017655903	0.034168865	0.516724888
Brahy.S08G0128300	0.002488809	0.005625916	0.442382916
Brahy.S08G0129600	0.00072819	0.000865654	0.84120196
Brahy.S08G0132000	0.00386574	0.006201818	0.623323758
Brahy.S08G0149600	0.000161727	0.000237192	0.681842073
Brahy.S08G0152800	0.0005830685	0.0019853082499999997	0.28787444275
Brahy.S08G0154000	0.006588821999999999	0.0087462345	1.4850749914999999
Brahy.S08G0158500	0.0040785075	0.0046538264999999995	1.31625946
Brahy.S08G0160600	0.0002079282	0.0003599034	0.5867758768
Brahy.S08G0164600	8.32e-05	0.000516286	0.161074504
Brahy.S08G0173900	0.000614146	0.000885722	0.7219290625000001
Brahy.S08G0179200	0.00335168	0.006676765	0.501991652
Brahy.S08G0183000	0.000596151	0.001648601	0.361610485
Brahy.S08G0189800	0.002064087	0.001812005	1.139117769
Brahy.S08G0200100	0.0004461125	0.0007211765	0.612276685
Brahy.S08G0204700	0.000695508	0.00062516	1.112528724
Brahy.S08G0218900	0.000467681	0.002416913	0.19350325
Brahy.S08G0229900	0.003962449	0.003484738	1.137086498
Brahy.S08G0233700	7.15e-05	0.000245107	0.291554623
Brahy.S08G0236900	0.0014945209999999997	0.004132812	0.37037196866666666
Brahy.S08G0239700	0.000438123	0.0004199545	1.1677840345
Brahy.S08G0243000	0.002736192	0.002672172	1.893137362
Brahy.S08G0244300	0.001337102	0.002216247	0.603318067
Brahy.S08G0248000	0.000479809	0.000643749	0.745334329
Brahy.S08G0252900	5.65e-05	0.000403191	0.140050377
Brahy.S08G0254800	0.0003086635	0.0023755415	0.15390711224999998
Brahy.S08G0257900	0.00022849	0.000455124	0.502037647
Brahy.S08G0259300	0.0032282885	0.01004266275	0.321540585
Brahy.S08G0259700	0.0020968565	0.0020647975	1.0382724912499999
Brahy.S08G0261500	6.54e-05	0.001035412	0.063125497
Brahy.S08G0261900	0.004068874	0.004595105	0.885480196
Brahy.S08G0262800	0.00322159	0.004601477	0.700120785
Brahy.S08G0264100	0.014039053499999999	0.017322393	0.826939309
Brahy.S08G0265900	0.000183564	0.00024514	0.748814153
Brahy.S08G0266400	0.0007600570000000001	0.0007621170000000001	0.8724068305
Brahy.S09G0000700	3.98e-05	0.000474437	0.083838085
Brahy.S09G0006000	4.7e-05	5.98e-05	0.785776972
Brahy.S09G0006100	0.0009303869999999999	0.0039472954	0.405506471
Brahy.S09G0011800	0.005466745	0.006661103	0.820696655
Brahy.S09G0011900	0.000996888	0.002089793	0.477027149
Brahy.S09G0018200	0.000657442	0.001132576	0.58048366
Brahy.S09G0019600	0.011715947	0.018206126	0.643516762
Brahy.S09G0023700	0.0005324175	0.0007148715	0.7987776065000001
