file	product	piN	piS	pin/pis
temp_vcf4_SM_AS19.vcf	Brahy.S07G0213800.v1.1	0.020178268	0.012790148	1.577641474
temp_vcf4_SM_AS19.vcf	Brahy.S07G0218600.v1.1	0.000523419	0.001917166	0.273016815
temp_vcf4_SM_AS19.vcf	Brahy.S07G0228000.v1.1	0.000583171	0.00448567	0.130007646
temp_vcf4_SM_AS19.vcf	Brahy.S07G0229000.v1.1	0.00024906	0.000264329	0.942234118
temp_vcf4_SM_AS19.vcf	Brahy.S07G0231400.v1.1	0.000104491	0.00054805	0.190659187
temp_vcf4_SM_AS19.vcf	Brahy.S07G0233300.v1.1	5.56E-05	0.001481878	0.037516172
temp_vcf4_SM_AS19.vcf	Brahy.S07G0252900.v1.1	0.001152409	0.026613473	0.043301705
temp_vcf4_SM_AS19.vcf	Brahy.S07G0261100.v1.1	0.001701394	0.002895549	0.587589655
temp_vcf4_SM_AS19.vcf	Brahy.S07G0270600.v1.1	0.000217706	0.000685502	0.317586267
temp_vcf4_SM_AS22.vcf	Brahy.S07G0012900.v1.1	0.001535104	0.003184744	0.482017989
temp_vcf4_SM_AS22.vcf	Brahy.S07G0024500.v1.1	0.001182494	0.002696008	0.438609151
temp_vcf4_SM_AS22.vcf	Brahy.S07G0040900.v1.1	0.000116518	0.000306784	0.379805692
temp_vcf4_SM_AS22.vcf	Brahy.S07G0073400.v1.1	0.000702935	0.002213742	0.31753264
temp_vcf4_SM_AS22.vcf	Brahy.S07G0114600.v1.1	0.000285688	0.000188396	1.516426072
temp_vcf4_SM_AS22.vcf	Brahy.S07G0148000.v1.1	0.000559748	0.004022703	0.139147367
temp_vcf4_SM_AS22.vcf	Brahy.S07G0163900.v1.1	0.001000066	0.001072616	0.932361638
temp_vcf4_SM_AS22.vcf	Brahy.S07G0166700.v1.1	0.004652105	0.00552611	0.841840935
temp_vcf4_SM_AS22.vcf	Brahy.S07G0194300.v1.1	0.00319188	0.002918475	1.093680561
temp_vcf4_SM_AS22.vcf	Brahy.S07G0213500.v1.1	0.003328751	0.01091826	0.30487928
temp_vcf4_SM_AS22.vcf	Brahy.S07G0213800.v1.1	0.017961666	0.014418491	1.245738211
temp_vcf4_SM_AS22.vcf	Brahy.S07G0218600.v1.1	0.022434955	0.028877229	0.776908169
temp_vcf4_SM_AS22.vcf	Brahy.S07G0228000.v1.1	0.002208073	0.001660077	1.330102419
temp_vcf4_SM_AS22.vcf	Brahy.S07G0229000.v1.1	0.001565255	0.000377102	4.150742504
temp_vcf4_SM_AS22.vcf	Brahy.S07G0231400.v1.1	0.000205875	0.001215139	0.169424794
temp_vcf4_SM_AS22.vcf	Brahy.S07G0233400.v1.1	0.00049923	0.000526872	0.947535682
temp_vcf4_SM_AS22.vcf	Brahy.S07G0252900.v1.1	0.001135659	0.022864681	0.049668709
temp_vcf4_SM_AS22.vcf	Brahy.S07G0261100.v1.1	0.002267325	0.00345561	0.656128767
temp_vcf4_SM_AS25.vcf	Brahy.S07G0012900.v1.1	0.000966049	0.003483113	0.277352105
temp_vcf4_SM_AS25.vcf	Brahy.S07G0024500.v1.1	0.00216601	0.002852968	0.759212931
temp_vcf4_SM_AS25.vcf	Brahy.S07G0044100.v1.1	0.000236155	0.000255427	0.924550511
temp_vcf4_SM_AS25.vcf	Brahy.S07G0100900.v1.1	0.000160664	4.37E-05	3.674425304
temp_vcf4_SM_AS25.vcf	Brahy.S07G0162000.v1.1	0.000566202	0.000320554	1.766322111
temp_vcf4_SM_AS25.vcf	Brahy.S07G0163900.v1.1	0.001173678	0.002593509	0.452544581
temp_vcf4_SM_AS25.vcf	Brahy.S07G0166700.v1.1	0.002725828	0.004819774	0.565550944
temp_vcf4_SM_AS25.vcf	Brahy.S07G0182900.v1.1	0.001049991	0.001421268	0.738770927
temp_vcf4_SM_AS25.vcf	Brahy.S07G0194300.v1.1	0.00163033	0.000721293	2.260287257
temp_vcf4_SM_AS25.vcf	Brahy.S07G0213500.v1.1	0.001288242	0.003335235	0.386252282
temp_vcf4_SM_AS25.vcf	Brahy.S07G0213800.v1.1	0.02168951	0.015710343	1.380587928
temp_vcf4_SM_AS25.vcf	Brahy.S07G0218600.v1.1	0.001654504	0.002073524	0.797918798
temp_vcf4_SM_AS25.vcf	Brahy.S07G0229000.v1.1	0.003713981	0.002760317	1.345490754
temp_vcf4_SM_AS25.vcf	Brahy.S07G0233300.v1.1	0.00054049	0.002851922	0.189517766
temp_vcf4_SM_AS25.vcf	Brahy.S07G0233400.v1.1	7.23E-05	0.000218994	0.330235642
temp_vcf4_SM_AS25.vcf	Brahy.S07G0252900.v1.1	0.0005373	0.020022608	0.026834672
temp_vcf4_SM_AS25.vcf	Brahy.S07G0261100.v1.1	0.001581375	0.004496547	0.351686486
temp_vcf4_SM_AS30.vcf	Brahy.S07G0012900.v1.1	0.001014661	0.004300977	0.235913992
temp_vcf4_SM_AS30.vcf	Brahy.S07G0024500.v1.1	0.002115092	0.00205371	1.029888513
temp_vcf4_SM_AS30.vcf	Brahy.S07G0100900.v1.1	0.000483513	0.000493359	0.980044006
temp_vcf4_SM_AS30.vcf	Brahy.S07G0162000.v1.1	0.000710394	0.000412354	1.722776486
temp_vcf4_SM_AS30.vcf	Brahy.S07G0163900.v1.1	0.000849616	0.001266454	0.670862441
temp_vcf4_SM_AS30.vcf	Brahy.S07G0166700.v1.1	0.005404041	0.005236818	1.031932206
temp_vcf4_SM_AS30.vcf	Brahy.S07G0194300.v1.1	0.00233935	0.001245376	1.878429771
temp_vcf4_SM_AS30.vcf	Brahy.S07G0213500.v1.1	0.000691446	0.00360731	0.191679067
temp_vcf4_SM_AS30.vcf	Brahy.S07G0213800.v1.1	0.021369753	0.014693184	1.454398998
temp_vcf4_SM_AS30.vcf	Brahy.S07G0228000.v1.1	0.000772839	0.000583977	1.323406288
temp_vcf4_SM_AS30.vcf	Brahy.S07G0229000.v1.1	0.001764803	0.001321192	1.33576547
temp_vcf4_SM_AS30.vcf	Brahy.S07G0231400.v1.1	0.000781038	0.002041605	0.382560967
temp_vcf4_SM_AS30.vcf	Brahy.S07G0233400.v1.1	0.00016866	0.000255945	0.658971262
temp_vcf4_SM_AS30.vcf	Brahy.S07G0246900.v1.1	0.000451455	0.001653301	0.273062886
temp_vcf4_SM_AS30.vcf	Brahy.S07G0252900.v1.1	0.000434716	0.030001145	0.014489971
temp_vcf4_SM_AS40.vcf	Brahy.S07G0039500.v1.1	0.001637432	0.002296617	0.71297535
temp_vcf4_SM_AS47.vcf	Brahy.S07G0039500.v1.1	3.66E-06	0.001320437	0.002771438
temp_vcf4_SM_AS47.vcf	Brahy.S07G0089900.v1.1	0.001033755	0.003409315	0.303214926
temp_vcf4_SM_AS47.vcf	Brahy.S07G0100900.v1.1	0.001144464	0.000805438	1.420922494
temp_vcf4_SM_AS47.vcf	Brahy.S07G0110700.v1.1	0.004441504	0.006514385	0.681799508
temp_vcf4_SM_AS47.vcf	Brahy.S07G0117000.v1.1	0.004368634	0.002767393	1.57860975
temp_vcf4_SM_AS47.vcf	Brahy.S07G0162500.v1.1	0.003423398	0.001938102	1.766365871
temp_vcf4_SM_AS47.vcf	Brahy.S07G0166000.v1.1	0.001537197	0.01047603	0.146734732
temp_vcf4_SM_AS47.vcf	Brahy.S07G0179100.v1.1	0.002667854	0.002165939	1.231730842
temp_vcf4_SM_AS47.vcf	Brahy.S07G0194300.v1.1	0.00030985	0.000307018	1.009224401
temp_vcf4_SM_AS47.vcf	Brahy.S07G0205400.v1.1	0.000155678	0.000480242	0.32416487
temp_vcf4_SM_AS47.vcf	Brahy.S07G0214700.v1.1	0.000475232	0.000661216	0.71872449
temp_vcf4_SM_AS47.vcf	Brahy.S07G0216400.v1.1	0.000294778	0.002210859	0.133332011
temp_vcf4_SM_AS47.vcf	Brahy.S07G0220500.v1.1	0.002652894	0.002427876	1.092681174
temp_vcf4_SM_AS47.vcf	Brahy.S07G0231400.v1.1	2.77E-05	0.000228942	0.120937573
temp_vcf4_SM_AS47.vcf	Brahy.S07G0240600.v1.1	0.001629633	0.002432238	0.670013597
temp_vcf4_SM_AS47.vcf	Brahy.S07G0270600.v1.1	0.000363994	0.001434082	0.253816352
temp_vcf4_SM_AS17.vcf	Brahy.S06G0070700.v1.1	0.001842255	0.004727335	0.389702604
temp_vcf4_SM_AS17.vcf	Brahy.S06G0097600.v1.1	0.001076298	0.003566733	0.301760039
temp_vcf4_SM_AS17.vcf	Brahy.S06G0113500.v1.1	0.0062211	0.006856266	0.907359822
temp_vcf4_SM_AS17.vcf	Brahy.S06G0124800.v1.1	0.002450768	0.00243452	1.006674089
temp_vcf4_SM_AS17.vcf	Brahy.S06G0128600.v1.1	0.000258444	0.001365725	0.189235597
temp_vcf4_SM_AS17.vcf	Brahy.S06G0171000.v1.1	0.001251856	0.001002966	1.248153938
temp_vcf4_SM_AS17.vcf	Brahy.S06G0235000.v1.1	0.000837399	0.002544878	0.329052626
temp_vcf4_SM_AS17.vcf	Brahy.S06G0264300.v1.1	0.00455942	0.01105287	0.412510101
temp_vcf4_SM_AS19.vcf	Brahy.S06G0029600.v1.1	0.001991719	0.002735205	0.728179143
temp_vcf4_SM_AS19.vcf	Brahy.S06G0029900.v1.1	0.004051966	0.004159594	0.9741255
temp_vcf4_SM_AS19.vcf	Brahy.S06G0088600.v1.1	0.000247605	0.000827411	0.299252535
temp_vcf4_SM_AS19.vcf	Brahy.S06G0104000.v1.1	0.000222428	0.000168878	1.317089863
temp_vcf4_SM_AS19.vcf	Brahy.S06G0133300.v1.1	0.000509614	0.0006727	0.757564539
temp_vcf4_SM_AS19.vcf	Brahy.S06G0179700.v1.1	0.000503269	0.001114794	0.451445534
temp_vcf4_SM_AS19.vcf	Brahy.S06G0199300.v1.1	5.95E-05	0.000166396	0.35785457
temp_vcf4_SM_AS19.vcf	Brahy.S06G0222900.v1.1	0.001333379	0.003435283	0.388142479
temp_vcf4_SM_AS19.vcf	Brahy.S06G0235300.v1.1	0.014922551	0.003682095	4.052734208
temp_vcf4_SM_AS19.vcf	Brahy.S06G0247400.v1.1	0.001238737	0.006778059	0.182756957
temp_vcf4_SM_AS19.vcf	Brahy.S06G0264300.v1.1	0.000400695	0.000142185	2.818115696
temp_vcf4_SM_AS19.vcf	Brahy.S06G0269800.v1.1	0.002309806	0.006326663	0.36509082
temp_vcf4_SM_AS22.vcf	Brahy.S06G0029900.v1.1	0.00380226	0.004122771	0.92225831
temp_vcf4_SM_AS22.vcf	Brahy.S06G0088600.v1.1	0.000254886	0.000823914	0.309360149
temp_vcf4_SM_AS22.vcf	Brahy.S06G0104000.v1.1	0.001057207	0.000785972	1.345096345
temp_vcf4_SM_AS22.vcf	Brahy.S06G0128800.v1.1	0.000961162	0.001753046	0.548281387
temp_vcf4_SM_AS22.vcf	Brahy.S06G0133300.v1.1	0.000339336	0.000244539	1.387655377
temp_vcf4_SM_AS22.vcf	Brahy.S06G0222900.v1.1	0.001148044	0.003220657	0.356462761
temp_vcf4_SM_AS22.vcf	Brahy.S06G0235300.v1.1	0.012241905	0.003699557	3.309019349
temp_vcf4_SM_AS22.vcf	Brahy.S06G0247400.v1.1	0.001365641	0.007501069	0.182059538
temp_vcf4_SM_AS22.vcf	Brahy.S06G0269800.v1.1	0.001905237	0.004868973	0.391301594
temp_vcf4_SM_AS25.vcf	Brahy.S06G0029600.v1.1	0.001912984	0.003459587	0.552951458
temp_vcf4_SM_AS25.vcf	Brahy.S06G0029900.v1.1	0.005087753	0.004467861	1.13874482
temp_vcf4_SM_AS25.vcf	Brahy.S06G0036800.v1.1	0.000352305	0.000972583	0.362236108
temp_vcf4_SM_AS25.vcf	Brahy.S06G0043600.v1.1	0.001811887	0.00150758	1.201851757
temp_vcf4_SM_AS25.vcf	Brahy.S06G0088600.v1.1	0.00035462	0.001240945	0.285765854
temp_vcf4_SM_AS25.vcf	Brahy.S06G0110800.v1.1	0.004014036	0.008360591	0.480113935
temp_vcf4_SM_AS25.vcf	Brahy.S06G0219200.v1.1	0.000266071	0.000409612	0.649567418
temp_vcf4_SM_AS25.vcf	Brahy.S06G0222900.v1.1	0.001049119	0.002887869	0.363284865
temp_vcf4_SM_AS25.vcf	Brahy.S06G0235300.v1.1	0.013927343	0.003523946	3.952200764
temp_vcf4_SM_AS25.vcf	Brahy.S06G0241000.v1.1	0.000128266	0.000121066	1.059476032
temp_vcf4_SM_AS25.vcf	Brahy.S06G0247400.v1.1	0.00058979	0.002909085	0.202740576
temp_vcf4_SM_AS25.vcf	Brahy.S06G0269800.v1.1	0.001311297	0.001750158	0.74924525
temp_vcf4_SM_AS30.vcf	Brahy.S06G0029900.v1.1	0.004663872	0.004545196	1.026110175
temp_vcf4_SM_AS30.vcf	Brahy.S06G0088600.v1.1	0.000256607	0.001080432	0.237504239
temp_vcf4_SM_AS30.vcf	Brahy.S06G0104000.v1.1	0.00090419	0.000730087	1.238468938
temp_vcf4_SM_AS30.vcf	Brahy.S06G0110800.v1.1	0.001432559	0.002158337	0.663732644
temp_vcf4_SM_AS30.vcf	Brahy.S06G0133300.v1.1	0.001360027	0.000542631	2.5063568
temp_vcf4_SM_AS30.vcf	Brahy.S06G0171000.v1.1	3.65E-05	0.000209013	0.174426608
temp_vcf4_SM_AS30.vcf	Brahy.S06G0222900.v1.1	0.001332267	0.002635311	0.50554438
temp_vcf4_SM_AS30.vcf	Brahy.S06G0235300.v1.1	0.015342623	0.003741397	4.100774067
temp_vcf4_SM_AS30.vcf	Brahy.S06G0247400.v1.1	0.001529938	0.006704368	0.228200203
temp_vcf4_SM_AS30.vcf	Brahy.S06G0269800.v1.1	0.000609574	0.001539085	0.39606227
temp_vcf4_SM_AS47.vcf	Brahy.S06G0007300.v1.1	0.022842707	0.012297879	1.857450957
temp_vcf4_SM_AS47.vcf	Brahy.S06G0022500.v1.1	0.000120339	0.000166442	0.723009282
temp_vcf4_SM_AS47.vcf	Brahy.S06G0025100.v1.1	0.00187328	0.002049397	0.914064196
temp_vcf4_SM_AS47.vcf	Brahy.S06G0061800.v1.1	0.006464728	0.006995217	0.924164003
temp_vcf4_SM_AS47.vcf	Brahy.S06G0104000.v1.1	0.002702631	0.003721905	0.726141693
temp_vcf4_SM_AS47.vcf	Brahy.S06G0113600.v1.1	0.000806021	0.005715639	0.141020277
temp_vcf4_SM_AS47.vcf	Brahy.S06G0124500.v1.1	0.003732504	0.002797327	1.334311184
temp_vcf4_SM_AS47.vcf	Brahy.S06G0221200.v1.1	0.007362702	0.005708464	1.289786926
temp_vcf4_SM_AS47.vcf	Brahy.S06G0226300.v1.1	0.000930803	0.002054334	0.453092351
temp_vcf4_SM_AS47.vcf	Brahy.S06G0260300.v1.1	0.000392655	0.001272812	0.308494151
temp_vcf4_SM_AS47.vcf	Brahy.S06G0260600.v1.1	0.004170142	0.016483516	0.252988602
temp_vcf4_SM_AS47.vcf	Brahy.S06G0264300.v1.1	0.002921087	0.003023981	0.965973865
temp_vcf4_SM_AS17.vcf	Brahy.S03G0017200.v1.1	0.00116599	0.001810374	0.644060616
temp_vcf4_SM_AS17.vcf	Brahy.S03G0028000.v1.1	0.002905808	0.002448511	1.186765435
temp_vcf4_SM_AS17.vcf	Brahy.S03G0029200.v1.1	0.003549408	0.004251732	0.834814648
temp_vcf4_SM_AS17.vcf	Brahy.S03G0037400.v1.1	0.000631718	0.000884261	0.714402228
temp_vcf4_SM_AS17.vcf	Brahy.S03G0047200.v1.1	0.002269271	0.003995886	0.567901779
temp_vcf4_SM_AS17.vcf	Brahy.S03G0067000.v1.1	0.000298666	0.002946737	0.101354722
temp_vcf4_SM_AS17.vcf	Brahy.S03G0118300.v1.1	0.006973908	0.006717734	1.038133967
temp_vcf4_SM_AS17.vcf	Brahy.S03G0144400.v1.1	0.001131528	0.003590168	0.315174064
temp_vcf4_SM_AS17.vcf	Brahy.S03G0156800.v1.1	0.00670541	0.005397515	1.242314251
temp_vcf4_SM_AS17.vcf	Brahy.S03G0166000.v1.1	0.001359916	0.002613659	0.52031115
temp_vcf4_SM_AS17.vcf	Brahy.S03G0170900.v1.1	0.002145576	0.002989723	0.717650536
temp_vcf4_SM_AS17.vcf	Brahy.S03G0219000.v1.1	0.000211975	0.000494616	0.428564698
temp_vcf4_SM_AS17.vcf	Brahy.S03G0250500.v1.1	0.000589075	0.004703131	0.125251766
temp_vcf4_SM_AS17.vcf	Brahy.S03G0263500.v1.1	0.006908657	0.007504922	0.920550164
temp_vcf4_SM_AS17.vcf	Brahy.S03G0266300.v1.1	0.000562809	0.000660692	0.85184759
temp_vcf4_SM_AS17.vcf	Brahy.S03G0307400.v1.1	0.008212682	0.00882891	0.930203403
temp_vcf4_SM_AS17.vcf	Brahy.S03G0325200.v1.1	0.002017729	0.001935915	1.042261153
temp_vcf4_SM_AS19.vcf	Brahy.S03G0005600.v1.1	0.00268431	0.006423384	0.417896628
temp_vcf4_SM_AS19.vcf	Brahy.S03G0032000.v1.1	0.000118401	0.000916946	0.129125546
temp_vcf4_SM_AS19.vcf	Brahy.S03G0067000.v1.1	0.003795845	0.000843494	4.50014644
temp_vcf4_SM_AS19.vcf	Brahy.S03G0074600.v1.1	0.000383273	0.000678617	0.564784587
temp_vcf4_SM_AS19.vcf	Brahy.S03G0091900.v1.1	0.000660559	0.001293936	0.510503303
temp_vcf4_SM_AS19.vcf	Brahy.S03G0124100.v1.1	8.47E-05	0.000135684	0.623981635
temp_vcf4_SM_AS19.vcf	Brahy.S03G0178900.v1.1	0.000161476	0.000654143	0.246851041
temp_vcf4_SM_AS19.vcf	Brahy.S03G0217500.v1.1	0.000831446	0.000383615	2.167394774
temp_vcf4_SM_AS19.vcf	Brahy.S03G0233900.v1.1	0.000413534	0.001236414	0.334462336
temp_vcf4_SM_AS19.vcf	Brahy.S03G0263200.v1.1	0.000604494	0.003110079	0.194365992
temp_vcf4_SM_AS19.vcf	Brahy.S03G0307400.v1.1	0.000432859	0.00214819	0.201499584
temp_vcf4_SM_AS19.vcf	Brahy.S03G0308200.v1.1	0.006246117	0.011653047	0.536007198
temp_vcf4_SM_AS19.vcf	Brahy.S03G0314200.v1.1	0.001185045	0.001722649	0.687920078
temp_vcf4_SM_AS22.vcf	Brahy.S03G0005600.v1.1	0.003868665	0.011257513	0.343651823
temp_vcf4_SM_AS22.vcf	Brahy.S03G0012000.v1.1	0.000952094	0.001063518	0.895231258
temp_vcf4_SM_AS22.vcf	Brahy.S03G0038300.v1.1	0.000420721	0.006367664	0.066071534
temp_vcf4_SM_AS22.vcf	Brahy.S03G0074600.v1.1	0.000777446	0.000798687	0.973405333
temp_vcf4_SM_AS22.vcf	Brahy.S03G0091900.v1.1	0.000731732	0.000244169	2.996826829
temp_vcf4_SM_AS22.vcf	Brahy.S03G0107800.v1.1	0.000141254	0.000470393	0.300290538
temp_vcf4_SM_AS22.vcf	Brahy.S03G0217100.v1.1	0.000223924	0.001089273	0.205571904
temp_vcf4_SM_AS22.vcf	Brahy.S03G0307400.v1.1	0.001188588	0.001498832	0.793009414
temp_vcf4_SM_AS22.vcf	Brahy.S03G0308200.v1.1	0.011833143	0.018093133	0.654012938
temp_vcf4_SM_AS22.vcf	Brahy.S03G0314200.v1.1	0.001157034	0.001518322	0.762047552
temp_vcf4_SM_AS25.vcf	Brahy.S03G0005600.v1.1	0.001401367	0.003804576	0.368337304
temp_vcf4_SM_AS25.vcf	Brahy.S03G0053500.v1.1	0.001659374	0.004467999	0.371390764
temp_vcf4_SM_AS25.vcf	Brahy.S03G0067000.v1.1	0.003675931	0.00073432	5.005895942
temp_vcf4_SM_AS25.vcf	Brahy.S03G0071200.v1.1	0.000641065	0.005290191	0.121179923
temp_vcf4_SM_AS25.vcf	Brahy.S03G0074600.v1.1	0.000647735	0.000838215	0.772754941
temp_vcf4_SM_AS25.vcf	Brahy.S03G0091900.v1.1	0.000209801	0.000676483	0.310135409
temp_vcf4_SM_AS25.vcf	Brahy.S03G0108000.v1.1	0.002363001	0.001453087	1.626193706
temp_vcf4_SM_AS25.vcf	Brahy.S03G0217500.v1.1	0.000722113	0.000266486	2.709757633
temp_vcf4_SM_AS25.vcf	Brahy.S03G0307400.v1.1	0.003572158	0.005407775	0.660559678
temp_vcf4_SM_AS25.vcf	Brahy.S03G0308200.v1.1	0.009808918	0.01820355	0.538846415
temp_vcf4_SM_AS25.vcf	Brahy.S03G0314200.v1.1	0.002214084	0.002185751	1.012962328
temp_vcf4_SM_AS25.vcf	Brahy.S03G0330400.v1.1	0.000796446	0.001401202	0.568402225
temp_vcf4_SM_AS17.vcf	Brahy.D01G0074700.v1.1	0.000573459	0.00172961	0.331553861
temp_vcf4_SM_AS17.vcf	Brahy.D01G0108400.v1.1	0.000558927	0.000128721	4.342149092
temp_vcf4_SM_AS17.vcf	Brahy.D01G0123900.v1.1	0.001711232	0.00309875	0.552233009
temp_vcf4_SM_AS17.vcf	Brahy.D01G0131200.v1.1	0.000626276	0.003268212	0.191626354
temp_vcf4_SM_AS17.vcf	Brahy.D01G0211700.v1.1	0.001207088	0.001304282	0.925480972
temp_vcf4_SM_AS17.vcf	Brahy.D01G0216200.v1.1	0.001166688	0.002941586	0.396618493
temp_vcf4_SM_AS17.vcf	Brahy.D01G0224100.v1.1	0.008849162	0.017011138	0.520198109
temp_vcf4_SM_AS17.vcf	Brahy.D01G0236300.v1.1	0.000596046	0.001958451	0.304345752
temp_vcf4_SM_AS17.vcf	Brahy.D01G0241600.v1.1	0.004580762	0.005127074	0.893445733
temp_vcf4_SM_AS17.vcf	Brahy.D01G0261500.v1.1	0.011129787	0.028128052	0.395682801
temp_vcf4_SM_AS17.vcf	Brahy.D01G0269700.v1.1	0.00227033	0.001382994	1.641605134
temp_vcf4_SM_AS17.vcf	Brahy.D01G0284900.v1.1	0.003463492	0.004513231	0.76740862
temp_vcf4_SM_AS17.vcf	Brahy.D01G0285000.v1.1	0.003686633	0.003108666	1.185921171
temp_vcf4_SM_AS17.vcf	Brahy.D01G0285100.v1.1	0.001039598	0.005206562	0.199670796
temp_vcf4_SM_AS17.vcf	Brahy.D01G0286900.v1.1	0.000532801	0.0015479	0.344208519
temp_vcf4_SM_AS17.vcf	Brahy.D01G0304000.v1.1	4.82E-05	0.000406124	0.11860183
temp_vcf4_SM_AS17.vcf	Brahy.D01G0306200.v1.1	0.001049026	0.001633816	0.64207142
temp_vcf4_SM_AS17.vcf	Brahy.D01G0310300.v1.1	0.001648364	0.003648252	0.451822899
temp_vcf4_SM_AS17.vcf	Brahy.D01G0321200.v1.1	0.001584491	0.00550034	0.288071524
temp_vcf4_SM_AS17.vcf	Brahy.D01G0339600.v1.1	0.004174042	0.018554288	0.224963709
temp_vcf4_SM_AS17.vcf	Brahy.D01G0394300.v1.1	7.04E-05	0.000340241	0.207024197
temp_vcf4_SM_AS17.vcf	Brahy.D01G0395900.v1.1	0.009521718	0.006931592	1.373669659
temp_vcf4_SM_AS17.vcf	Brahy.D01G0406800.v1.1	0.001437426	0.001268709	1.132983486
temp_vcf4_SM_AS17.vcf	Brahy.D01G0414100.v1.1	0.000111332	0.001080839	0.103004874
temp_vcf4_SM_AS17.vcf	Brahy.D01G0425900.v1.1	0.001294692	0.000962438	1.345221672
temp_vcf4_SM_AS17.vcf	Brahy.D01G0512100.v1.1	0.006405707	0.009861913	0.649539956
temp_vcf4_SM_AS17.vcf	Brahy.D01G0517100.v1.1	0.003283519	0.007400184	0.443707812
temp_vcf4_SM_AS17.vcf	Brahy.D01G0538500.v1.1	0.004303775	0.011850476	0.363173153
temp_vcf4_SM_AS17.vcf	Brahy.D01G0574600.v1.1	0.002994044	0.001860009	1.609693791
temp_vcf4_SM_AS17.vcf	Brahy.D01G0598700.v1.1	0.003948441	0.003590597	1.099661297
temp_vcf4_SM_AS17.vcf	Brahy.D01G0624100.v1.1	0.001479028	0.00342114	0.43232034
temp_vcf4_SM_AS17.vcf	Brahy.D01G0653100.v1.1	0.003547404	0.00488469	0.72622903
temp_vcf4_SM_AS17.vcf	Brahy.D01G0677700.v1.1	0.000962962	0.000951921	1.011598949
temp_vcf4_SM_AS17.vcf	Brahy.D01G0709200.v1.1	0.001329218	0.001831503	0.72575266
temp_vcf4_SM_AS17.vcf	Brahy.D01G0721000.v1.1	0.000217774	0.001244712	0.174959386
temp_vcf4_SM_AS17.vcf	Brahy.D01G0768000.v1.1	0.000257096	0.000276561	0.92961617
temp_vcf4_SM_AS17.vcf	Brahy.D01G0770700.v1.1	0.002113535	0.002082493	1.014905901
temp_vcf4_SM_AS17.vcf	Brahy.D01G0803400.v1.1	0.00062373	0.000576584	1.081767506
temp_vcf4_SM_AS17.vcf	Brahy.D01G0811100.v1.1	0.000114762	0.000372278	0.308269318
temp_vcf4_SM_AS17.vcf	Brahy.D01G0827900.v1.1	0.001532865	0.00371801	0.41228121
temp_vcf4_SM_AS17.vcf	Brahy.D01G0839200.v1.1	0.000729353	0.000832449	0.876153548
temp_vcf4_SM_AS17.vcf	Brahy.D01G0856200.v1.1	0.000469179	0.001231676	0.380927581
temp_vcf4_SM_AS17.vcf	Brahy.D01G0870700.v1.1	7.36E-05	0.000244122	0.301321779
temp_vcf4_SM_AS17.vcf	Brahy.D01G0913000.v1.1	0.002516268	0.003387107	0.742895969
temp_vcf4_SM_AS17.vcf	Brahy.D01G0913100.v1.1	0.000182402	0.000244061	0.747361253
temp_vcf4_SM_AS17.vcf	Brahy.D01G0935800.v1.1	0.00014208	0.000780971	0.1819273
temp_vcf4_SM_AS17.vcf	Brahy.D01G0958200.v1.1	0.000196677	0.004833336	0.040691728
temp_vcf4_SM_AS17.vcf	Brahy.D01G0994300.v1.1	0.003761182	0.008258524	0.455430291
temp_vcf4_SM_AS17.vcf	Brahy.D01G1030700.v1.1	4.79E-05	0.000150086	0.319236267
temp_vcf4_SM_AS17.vcf	Brahy.D01G1048700.v1.1	0.005732342	0.001127525	5.084003593
temp_vcf4_SM_AS17.vcf	Brahy.S10G0024300.v1.1	0.000751492	0.002197199	0.342022815
temp_vcf4_SM_AS17.vcf	Brahy.S10G0039200.v1.1	0.000915865	0.003120333	0.293515283
temp_vcf4_SM_AS17.vcf	Brahy.S10G0056300.v1.1	0.000208548	0.000106821	1.952309861
temp_vcf4_SM_AS17.vcf	Brahy.S10G0114200.v1.1	0.0013236	0.003603379	0.367321854
temp_vcf4_SM_AS17.vcf	Brahy.S10G0125000.v1.1	0.00416789	0.010989431	0.37926348
temp_vcf4_SM_AS17.vcf	Brahy.S10G0153700.v1.1	0.000359727	0.000621397	0.578901548
temp_vcf4_SM_AS17.vcf	Brahy.S10G0212300.v1.1	0.0003305	0.000591415	0.558828731
temp_vcf4_SM_AS19.vcf	Brahy.S10G0000900.v1.1	0.020001848	0.026021278	0.768672761
temp_vcf4_SM_AS19.vcf	Brahy.S10G0001300.v1.1	0.000579039	0.001869159	0.309785756
temp_vcf4_SM_AS19.vcf	Brahy.S10G0056500.v1.1	0.000246712	0.000726845	0.339428571
temp_vcf4_SM_AS19.vcf	Brahy.S10G0105400.v1.1	0.001169542	0.001901542	0.615049415
temp_vcf4_SM_AS19.vcf	Brahy.S10G0106700.v1.1	0.000314099	0.000292041	1.075531951
temp_vcf4_SM_AS19.vcf	Brahy.S10G0151100.v1.1	0.0011453	0.007306498	0.156750829
temp_vcf4_SM_AS19.vcf	Brahy.S10G0163100.v1.1	0.000598571	0.00052324	1.143969679
temp_vcf4_SM_AS19.vcf	Brahy.S10G0167500.v1.1	0.001295813	0.003315162	0.39087462
temp_vcf4_SM_AS19.vcf	Brahy.S10G0195400.v1.1	5.31E-05	0.000137931	0.385146621
temp_vcf4_SM_AS19.vcf	Brahy.S10G0198400.v1.1	0.000317549	0.000987954	0.321420613
