bsid	atid
Brast04G266000	AT4G14103
Brast04G336500	AT5G47610
Brast04G179300	AT3G52490
Brast04G303800	AT5G57180
Brast04G030300	AT1G45230
Brast04G062500	AT5G43940
Brast04G098600	AT3G03550
Brast04G250800	AT2G19580
Brast04G231500	AT4G01050
Brast04G177700	AT1G15120
Brast04G047700	AT4G26620
Brast04G249500	AT3G13920
Brast04G224200	AT3G14470
Brast04G143900	AT5G17440
Brast04G330600	AT5G23730
Brast04G334800	AT4G10840
Brast04G248100	AT4G38180
Brast04G207600	AT5G43820
Brast04G155400	AT4G17170
Brast04G108000	AT3G04800
Brast04G117700	AT2G44850
Brast04G256000	AT5G45550
Brast04G105500	AT4G25470
Brast04G072300	AT5G20410
Brast04G100400	AT3G60220
Brast04G321100	AT3G09220
Brast04G056600	AT4G14465
Brast04G279500	AT4G30310
Brast04G260400	AT2G25490
Brast04G083300	AT3G08505
Brast04G151700	AT5G63135
Brast04G158400	AT3G57230
Brast04G262800	AT1G61520
Brast04G226900	AT2G20120
Brast04G135600	AT2G27080
Brast04G055100	AT1G02260
Brast04G296200	AT1G28360
Brast04G032100	AT1G10790
Brast04G267400	AT1G21010
Brast04G230000	AT5G41620
Brast04G032700	AT2G01370
Brast04G074500	AT2G15580
Brast04G124800	AT3G53810
Brast04G282900	AT5G43270
Brast04G185300	AT5G36880
Brast04G005300	AT2G24490
Brast04G127900	AT5G22300
Brast04G123500	AT1G12250
Brast04G304900	AT2G24400
Brast04G332900	AT4G28650
Brast04G069200	AT1G07370
Brast04G204900	AT1G75790
Brast04G028300	AT4G37040
Brast04G295600	AT5G67210
Brast04G061500	AT2G20190
Brast04G079800	AT2G18650
Brast04G153600	AT3G15460
Brast04G096600	AT1G65032
Brast04G078900	AT2G24830
Brast04G305500	AT4G16130
Brast04G224300	AT1G79820
Brast04G021700	AT1G78110
Brast04G044800	AT1G19170
Brast04G066800	AT4G28530
Brast04G034400	AT1G05010
Brast04G052300	AT3G09920
Brast04G241300	AT3G14860
Brast04G049100	AT1G68940
Brast04G340000	AT4G01440
Brast04G018200	AT1G50140
Brast04G318300	AT2G44740
Brast04G276700	AT2G23060
Brast04G142500	AT2G31810
Brast04G205600	AT1G28510
Brast04G283500	AT3G12740
Brast04G324500	AT1G02813
Brast04G325000	AT4G02360
Brast04G325200	AT2G16600
Brast04G099700	AT1G32450
Brast04G208400	AT3G18180
Brast04G310900	AT1G70420
Brast04G216500	AT4G28850
Brast04G328500	AT5G64470
Brast04G077000	AT2G24200
Brast04G017400	AT3G47620
Brast04G069100	AT4G36930
Brast04G263900	AT5G13620
Brast04G058100	AT3G09830
Brast04G124600	AT4G25560
Brast04G275000	AT2G25220
Brast04G249100	AT2G26170
Brast04G272700	AT1G13110
Brast04G121700	AT1G33260
Brast04G276300	AT5G10870
Brast04G048200	AT5G47680
Brast04G343500	AT2G02650
Brast04G278200	AT1G26160
Brast04G229800	AT4G01110
Brast04G232600	AT5G53140
Brast04G098000	AT2G35200
Brast04G176800	AT5G56080
Brast04G162400	AT4G08920
Brast04G186800	AT1G56070
Brast04G300400	AT4G31410
Brast04G064800	AT1G80110
Brast04G064200	AT2G28630
Brast04G112500	AT3G57880
Brast04G208200	AT3G15110
Brast04G018400	AT1G71820
Brast04G245400	AT5G28060
Brast04G144100	AT3G54420
Brast04G039900	AT5G26667
Brast04G278900	AT4G33400
Brast04G148100	AT1G67700
Brast04G025000	AT4G08950
Brast04G002000	AT1G76405
Brast04G070000	AT4G21580
Brast04G230800	AT3G61670
Brast04G112900	AT4G00150
Brast04G229700	AT5G53280
Brast04G063200	AT5G44000
Brast04G036400	AT5G06690
Brast04G308700	AT1G59940
Brast04G147600	AT5G50960
Brast04G127700	AT5G08320
Brast04G100700	AT4G17680
Brast04G070500	AT3G15900
Brast04G033500	AT5G64930
Brast04G088600	AT1G23530
Brast04G041300	AT5G14880
Brast04G108900	AT2G23940
Brast04G079400	AT4G30440
Brast04G068900	AT5G54390
Brast04G056000	AT1G13570
Brast04G122000	AT4G36250
Brast04G027300	AT1G09740
Brast04G100100	AT5G46960
Brast04G275900	AT4G31805
Brast04G339000	AT5G66190
Brast04G119500	AT2G44740
Brast04G316400	AT1G32260
Brast04G053500	AT2G45860
Brast04G220700	AT5G24260
Brast04G167300	AT1G14450
Brast04G246300	AT5G56550
Brast04G033700	AT1G68140
Brast04G123000	AT1G62740
Brast04G184100	AT5G07040
Brast04G203700	AT5G47890
Brast04G206600	AT1G50430
Brast04G122900	AT3G43660
Brast04G010600	AT1G33390
Brast04G158000	AT3G02520
Brast04G309900	AT5G39790
Brast04G105300	AT5G51980
Brast04G276500	AT1G79270
Brast04G243300	AT3G58800
Brast04G156300	AT2G36230
Brast04G152600	AT2G29040
Brast04G174600	AT4G39820
Brast04G330400	AT1G21680
Brast04G006400	AT4G03500
Brast04G040400	AT4G38180
Brast04G042700	AT2G31960
Brast04G140900	AT4G30860
Brast04G024100	AT1G22330
Brast04G088500	AT1G55350
Brast04G260100	AT3G15760
Brast04G066400	AT4G14340
Brast04G183400	AT5G07720
Brast04G300300	AT1G51870
Brast04G161000	AT5G65100
Brast04G001100	AT1G16380
Brast04G159300	AT2G03050
Brast04G141200	AT3G08010
Brast04G112100	AT1G01730
Brast04G309500	AT1G22700
Brast04G291100	AT1G58230
Brast04G216900	AT1G67280
Brast04G043700	AT5G57930
Brast04G339700	AT5G46940
Brast04G253400	AT5G24750
Brast04G120900	AT3G50790
Brast04G202400	AT5G03290
Brast04G055300	AT2G45980
Brast04G326100	AT2G16910
Brast04G269500	AT4G22130
Brast04G002600	AT2G19690
Brast04G203100	AT4G29090
Brast04G026400	AT4G24390
Brast04G030900	AT5G42920
Brast04G271700	AT2G27490
Brast04G168400	AT5G57580
Brast04G138600	AT4G32272
Brast04G180300	AT2G36090
Brast04G295500	AT5G47830
Brast04G071500	AT1G32410
Brast04G208700	AT3G18170
Brast04G043000	AT1G71020
Brast04G125100	AT1G63220
Brast04G330200	AT5G42020
Brast04G240100	AT5G05340
Brast04G006300	AT1G73390
Brast04G274100	AT5G20350
Brast04G273800	AT1G13080
Brast04G332300	AT5G60770
Brast04G126700	AT5G24760
Brast04G029000	AT5G35525
Brast04G201400	AT4G37900
Brast04G149600	AT5G09260
Brast04G007000	AT3G61480
Brast04G014200	AT1G47278
Brast04G002800	AT1G73370
Brast04G207800	AT1G28410
Brast04G086500	AT2G17420
Brast04G020800	AT2G13840
Brast04G139000	AT2G25320
Brast04G208800	AT3G18180
Brast04G018600	AT5G09360
Brast04G181800	AT3G10130
Brast04G001800	AT5G19900
Brast04G160500	AT1G12350
Brast04G082400	AT5G55230
Brast04G342400	AT4G35900
Brast04G241100	AT1G29340
Brast04G195700	AT3G25150
Brast04G009600	AT2G01680
Brast04G264300	AT1G51200
Brast04G128200	AT5G23210
Brast04G149800	AT4G24750
Brast04G038600	AT3G05870
Brast04G200000	AT3G07440
Brast04G262900	AT5G48330
Brast04G189000	AT5G41080
Brast04G260200	AT5G25360
Brast04G183900	AT5G03650
Brast04G189500	AT4G26590
Brast04G087300	AT1G77360
Brast04G012600	AT5G62580
Brast04G038400	AT4G38180
Brast04G066700	AT2G33460
Brast04G312400	AT1G74875
Brast04G004400	AT1G61870
Brast04G038900	AT1G72650
Brast04G116000	AT2G44950
Brast04G258500	AT4G15550
Brast04G342900	AT5G53730
Brast04G267600	AT2G33580
Brast04G303300	AT3G21175
Brast04G130900	AT3G26782
Brast04G143400	AT3G59710
Brast04G067100	AT1G06190
Brast04G306800	AT2G07050
Brast04G275500	AT3G52680
Brast04G259100	AT5G45910
Brast04G222500	AT1G66330
Brast04G299800	AT2G18110
Brast04G136200	AT5G61380
Brast04G073500	AT2G12400
Brast04G070700	AT3G45980
Brast04G312500	AT3G26750
Brast04G106400	AT1G12740
Brast04G057200	AT2G31240
Brast04G325100	AT2G16600
Brast04G059400	AT1G08125
Brast04G138100	AT4G09810
Brast04G304000	AT4G29940
Brast04G216300	AT4G10850
Brast04G201000	AT1G05840
Brast04G083700	AT5G13070
Brast04G096300	AT1G32170
Brast04G166700	AT4G02380
Brast04G055500	AT4G00350
Brast04G047400	AT5G55950
Brast04G331400	AT5G52260
Brast04G237500	AT2G34580
Brast04G275100	AT1G21720
Brast04G276000	AT1G80840
Brast04G223000	AT1G19180
Brast04G221700	AT1G70780
Brast04G041200	AT4G35740
Brast04G083900	AT5G15770
Brast04G278400	AT5G57800
Brast04G228200	AT2G39210
Brast04G203900	AT4G16710
Brast04G041000	AT5G21080
Brast04G124900	AT1G14570
Brast04G133600	AT4G14340
Brast04G051800	AT5G56820
Brast04G222600	AT1G54520
Brast04G149200	AT5G63160
Brast04G008600	AT2G22530
Brast04G165500	AT5G28290
Brast04G322700	AT5G50400
Brast04G276800	AT4G30620
Brast04G131900	AT2G37040
Brast04G209300	AT2G03560
Brast04G303600	AT4G31570
Brast04G124000	AT5G23850
Brast04G125200	AT3G15360
Brast04G110400	AT5G55050
Brast04G317200	AT2G45150
Brast04G086300	AT1G76490
Brast04G102600	AT3G05390
Brast04G092400	AT4G19230
Brast04G278700	AT5G45140
Brast04G063800	AT3G07090
Brast04G059000	AT5G03380
Brast04G040700	AT3G14067
Brast04G032300	AT1G24706
Brast04G090600	AT2G18330
Brast04G146100	AT1G65380
Brast04G312700	AT5G02220
Brast04G070100	AT5G41220
Brast04G327300	AT2G17033
Brast04G261800	AT3G13235
Brast04G044600	AT1G70680
Brast04G111300	AT2G34930
Brast04G165000	AT3G05327
Brast04G253300	AT1G71740
Brast04G200200	AT1G65580
Brast04G081600	AT2G24370
Brast04G300500	AT5G57360
Brast04G152000	AT5G49120
Brast04G078000	AT2G24100
Brast04G227000	AT1G20190
Brast04G265800	AT5G56420
Brast04G266700	AT4G38200
Brast04G176600	AT1G49770
Brast04G180900	AT3G52580
Brast04G206100	AT4G18470
Brast04G068500	AT5G13570
Brast04G263300	AT2G04540
Brast04G162600	AT1G34370
Brast04G224800	AT2G34930
Brast04G292800	AT4G04220
Brast04G161600	AT2G22310
Brast04G033900	AT1G77760
Brast04G151900	AT2G42490
Brast04G068600	AT2G39190
Brast04G319300	AT1G64720
Brast04G339300	AT1G33120
Brast04G308400	AT5G10910
Brast04G164200	AT1G47380
Brast04G064500	AT2G02360
Brast04G075600	AT4G29380
Brast04G237600	AT1G78420
Brast04G152700	AT4G02460
Brast04G304400	AT3G13920
Brast04G277300	AT4G30790
Brast04G072800	AT5G34940
Brast04G063300	AT3G04400
Brast04G251000	AT3G13750
Brast04G183100	AT2G36320
Brast04G145000	AT1G65430
Brast04G084300	AT2G42210
Brast04G151300	AT5G50180
Brast04G001900	AT5G13000
Brast04G094800	AT1G54130
Brast04G004100	AT1G09730
Brast04G061000	AT1G04555
Brast04G147500	AT3G04130
Brast04G197000	AT1G10360
Brast04G016700	AT4G10380
Brast04G170200	AT1G10320
Brast04G019000	AT5G07900
Brast04G170000	AT1G71350
Brast04G114600	AT3G24315
Brast04G243500	AT1G50650
Brast04G043200	AT1G70700
Brast04G108800	AT5G03555
Brast04G047600	AT4G26600
Brast04G108400	AT4G00430
Brast04G053200	AT5G04460
Brast04G016000	AT3G01180
Brast04G102500	AT3G05390
Brast04G089300	AT2G23740
Brast04G259200	AT2G25570
Brast04G322600	AT5G42480
Brast04G328700	AT5G17310
Brast04G311000	AT2G18250
Brast04G256200	AT2G36780
Brast04G316600	AT1G71210
Brast04G039600	AT2G05940
Brast04G293800	AT5G58380
Brast04G002400	AT5G65980
Brast04G257800	AT3G63400
Brast04G251600	AT5G12000
Brast04G309000	AT2G43030
Brast04G188800	AT2G33490
Brast04G228500	AT4G03120
Brast04G049500	AT3G30530
Brast04G253200	AT3G47790
Brast04G066600	AT4G28550
Brast04G001600	AT1G20780
Brast04G175500	AT3G10050
Brast04G124400	AT3G61250
Brast04G091700	AT1G75330
Brast04G126800	AT1G73390
Brast04G166400	AT1G17410
Brast04G331600	AT3G61350
Brast04G269600	AT3G28345
Brast04G323800	AT1G63850
Brast04G149500	AT3G09510
Brast04G131200	AT2G28315
Brast04G077300	AT5G13710
Brast04G046400	AT5G23810
Brast04G055600	AT4G00350
Brast04G224900	AT4G29010
Brast04G037100	AT3G58060
Brast04G040500	AT3G14067
Brast04G186300	AT4G15755
Brast04G028500	AT2G44270
Brast04G272100	AT4G35220
Brast04G055900	AT4G17810
Brast04G056800	AT3G58180
Brast04G202100	AT1G04880
Brast04G086200	AT1G76460
Brast04G192900	AT1G67340
Brast04G028400	AT4G39280
Brast04G088400	AT3G25640
Brast04G252800	AT3G01270
Brast04G199200	AT3G07400
Brast04G299000	AT1G72300
Brast04G141800	AT3G07580
Brast04G045900	AT5G56190
Brast04G025300	AT5G10350
Brast04G176300	AT4G02550
Brast04G302600	AT5G24940
Brast04G257600	AT3G47680
Brast04G147700	AT3G63220
Brast04G163500	AT1G02070
Brast04G018500	AT1G14180
Brast04G018900	AT5G09360
Brast04G333400	AT1G21270
Brast04G197500	AT3G04710
Brast04G028800	AT3G19210
Brast04G258700	AT4G15550
Brast04G279400	AT4G30310
Brast04G103000	AT2G46870
Brast04G072100	AT1G15810
Brast04G193300	AT5G50380
Brast04G045100	AT1G20270
Brast04G076600	AT4G31805
Brast04G332200	AT2G46020
Brast04G056300	AT3G26922
Brast04G209100	AT3G18190
Brast04G091000	AT4G34530
Brast04G159400	AT1G26810
Brast04G009500	AT1G66200
Brast04G157600	AT1G19010
Brast04G072400	AT3G18430
Brast04G159700	AT1G18800
Brast04G107600	AT4G00910
Brast04G161200	AT4G39860
Brast04G079300	AT1G79640
Brast04G113800	AT3G60670
Brast04G191600	AT1G27300
Brast04G120000	AT5G51170
Brast04G305600	AT5G58130
Brast04G121800	AT4G36250
Brast04G087900	AT1G66470
Brast04G267500	AT2G12190
Brast04G048500	AT5G60850
Brast04G261900	AT2G04160
Brast04G228300	AT3G24530
Brast04G233100	AT1G64405
Brast04G275600	AT1G07930
Brast04G291400	AT3G48460
Brast04G191400	AT3G59810
Brast04G008500	AT5G49710
Brast04G184300	AT5G03730
Brast04G145700	AT5G60600
Brast04G288500	AT1G21840
Brast04G118700	AT5G02890
Brast04G342000	AT4G38600
Brast04G043900	AT1G70710
Brast04G034500	AT5G55180
Brast04G126200	AT1G15130
Brast04G049900	AT5G16000
Brast04G310500	AT5G51230
Brast04G058400	AT5G60760
Brast04G166200	AT3G14080
Brast04G019400	AT4G39620
Brast04G218400	AT1G56430
Brast04G167800	AT5G20510
Brast04G194000	AT1G04850
Brast04G018100	AT3G57070
Brast04G014600	AT3G48050
Brast04G307100	AT1G13420
Brast04G090400	AT2G18360
Brast04G246800	AT4G26180
Brast04G033800	AT4G22970
Brast04G320100	AT2G38870
Brast04G020000	AT4G39710
Brast04G145500	AT5G13930
Brast04G335000	AT1G62310
Brast04G052700	AT1G62940
Brast04G032200	AT1G09580
Brast04G168000	AT2G44130
Brast04G198800	AT3G04240
Brast04G017800	AT3G09510
Brast04G182200	AT3G10080
Brast04G209000	AT3G18200
Brast04G154600	AT5G64020
Brast04G122600	AT2G21300
Brast04G167000	AT4G16580
Brast04G261500	AT5G41220
Brast04G069000	AT1G16250
Brast04G298400	AT5G20400
Brast04G298200	AT1G17250
Brast04G171700	AT1G77020
Brast04G165300	AT2G39530
Brast04G172700	AT1G21710
Brast04G152900	AT5G42370
Brast04G136700	AT5G33370
Brast04G136800	AT2G20190
Brast04G108600	AT4G00360
Brast04G145600	AT1G10030
Brast04G303200	AT3G21175
Brast04G307500	AT2G24390
Brast04G117100	AT5G07620
Brast04G243400	AT2G42840
Brast04G061300	AT3G62230
Brast04G198300	AT4G23180
Brast04G219300	AT4G10955
Brast04G292000	AT4G21105
Brast04G277800	AT2G24150
Brast04G185800	AT1G12910
Brast04G056200	AT3G26922
Brast04G261700	AT2G04220
Brast04G298800	AT1G72300
Brast04G340900	AT5G18980
Brast04G157900	AT1G62790
Brast04G277900	AT1G16070
Brast04G284500	AT5G44790
Brast04G114400	AT3G60580
Brast04G070800	AT5G57280
Brast04G306700	AT4G16580
Brast04G014400	AT5G62890
Brast04G037300	AT5G19875
Brast04G165200	AT2G39530
Brast04G108700	AT5G22870
Brast04G100000	AT1G44750
Brast04G273100	AT4G37090
Brast04G207000	AT5G24980
Brast04G118600	AT4G16820
Brast04G294400	AT1G11260
Brast04G096700	AT4G17720
Brast04G176500	AT3G19380
Brast04G225700	AT2G31440
Brast04G318600	AT4G00800
Brast04G310300	AT3G18180
Brast04G067800	AT5G60710
Brast04G113900	AT1G40390
Brast04G164100	AT4G27010
Brast04G317800	AT5G51600
Brast04G274000	AT5G20280
Brast04G042800	AT5G05800
Brast04G036600	AT5G09590
Brast04G068100	AT4G32890
Brast04G091900	AT5G66450
Brast04G321300	AT3G09220
Brast04G196000	AT1G71900
Brast04G230500	AT1G35680
Brast04G247000	AT4G14305
Brast04G215300	AT5G42570
Brast04G233900	AT4G18593
Brast04G258900	AT5G11260
Brast04G251200	AT1G27760
Brast04G084600	AT5G19630
Brast04G087800	AT4G21390
Brast04G332700	AT1G08090
Brast04G270100	AT4G26790
Brast04G067900	AT2G43160
Brast04G092500	AT1G31720
Brast04G321800	AT5G48930
Brast04G181000	AT3G52600
Brast04G301800	AT4G37370
Brast04G167900	AT2G02390
Brast04G340500	AT1G31930
Brast04G149700	AT1G24540
Brast04G296700	AT5G17430
Brast04G256600	AT2G36780
Brast04G002300	AT2G17290
Brast04G063100	AT5G55810
Brast04G160100	AT5G64550
Brast04G212000	AT3G59080
Brast04G202900	AT5G58100
Brast04G266300	AT4G14096
Brast04G313100	AT2G21870
Brast04G155100	AT1G61690
Brast04G226700	AT1G52245
Brast04G272500	AT3G26330
Brast04G139100	AT1G03530
Brast04G244500	AT4G29110
Brast04G073800	AT5G04320
Brast04G156600	AT2G37040
Brast04G265100	AT5G07280
Brast04G154000	AT2G32850
Brast04G149000	AT1G13180
Brast04G308500	AT1G16710
Brast04G128600	AT5G66720
Brast04G264400	AT5G12960
Brast04G293400	AT1G35710
Brast04G236000	AT5G17600
Brast04G261300	AT4G26555
Brast04G338700	AT3G47450
Brast04G166500	AT3G11100
Brast04G324400	AT1G02813
Brast04G291800	AT5G53870
Brast04G253500	AT3G53440
Brast04G288400	AT1G06570
Brast04G023500	AT1G34670
Brast04G318500	AT4G12080
Brast04G264500	ATCG00830
Brast04G239600	AT5G05340
Brast04G071200	AT3G05530
Brast04G192100	AT5G36970
Brast04G019800	AT1G22990
Brast04G237700	AT1G17110
Brast04G221000	AT3G61790
Brast04G270600	AT2G16920
Brast04G299900	AT5G12000
Brast04G042600	AT2G04230
Brast04G325400	AT2G21070
Brast04G326900	AT3G25585
Brast04G240400	AT1G60430
Brast04G092600	AT5G46860
Brast04G011200	AT2G46980
Brast04G031600	AT5G14040
Brast04G146500	AT2G41060
Brast04G240000	AT5G05340
Brast04G108300	AT2G45910
Brast04G163800	AT1G47490
Brast04G010100	AT1G24764
Brast04G211400	AT3G14590
Brast04G137300	AT4G06536
Brast04G188500	AT5G50920
Brast04G172400	AT5G09250
Brast04G287600	AT5G08280
Brast04G003200	AT2G02160
Brast04G106200	AT3G61060
Brast04G102000	AT5G56550
Brast04G258100	AT1G34300
Brast04G196400	AT4G13040
Brast04G004800	AT1G24030
Brast04G097500	AT5G46740
Brast04G023200	AT4G39870
Brast04G215200	AT3G14760
Brast04G033000	AT2G46690
Brast04G264100	AT3G20870
Brast04G080300	AT5G48630
Brast04G129300	AT1G17450
Brast04G218000	AT4G38180
Brast04G126000	AT3G09510
Brast04G203300	AT3G56970
Brast04G075300	AT4G31985
Brast04G278000	AT1G79650
Brast04G265200	AT1G51130
Brast04G131500	AT2G28260
Brast04G005100	AT3G07040
Brast04G319800	AT3G46860
Brast04G117900	AT4G29090
Brast04G226800	AT5G24930
Brast04G175100	AT4G38180
Brast04G105800	AT3G16720
Brast04G158300	AT1G14870
Brast04G053000	AT1G63690
Brast04G019600	AT1G22050
Brast04G250000	AT5G11850
Brast04G131100	AT4G30080
Brast04G115200	AT4G17310
Brast04G097200	AT3G02980
Brast04G150400	AT2G31410
Brast04G073100	AT5G11090
Brast04G116400	AT2G44940
Brast04G180800	AT5G06130
Brast04G189900	AT5G13160
Brast04G091300	AT4G36530
Brast04G202000	AT4G11630
Brast04G294200	AT4G10265
Brast04G085300	AT3G52420
Brast04G019900	AT4G39795
Brast04G332600	AT1G08090
Brast04G289000	AT4G20770
Brast04G103200	AT5G24520
Brast04G338800	AT5G42220
Brast04G052900	AT2G45910
Brast04G055400	AT5G52470
Brast04G311600	AT4G04790
Brast04G150900	AT3G27540
Brast04G334400	AT4G15440
Brast04G163200	AT5G27420
Brast04G341200	AT4G19040
Brast04G148200	AT4G24820
Brast04G229000	AT5G67090
Brast04G106300	AT4G00750
Brast04G055700	AT5G41350
Brast04G105200	AT1G63010
Brast04G013100	AT1G19260
Brast04G168800	AT1G53050
Brast04G286300	AT2G35130
Brast04G206700	AT2G26970
Brast04G041500	AT5G30495
Brast04G022300	AT4G39720
Brast04G285700	AT1G16290
Brast04G217900	AT3G13650
Brast04G323300	AT1G02060
Brast04G036700	AT4G37420
Brast04G132400	AT1G04400
Brast04G146400	AT1G65480
Brast04G132500	AT5G18480
Brast04G064700	AT2G02360
Brast04G217800	AT2G27110
Brast04G296000	AT1G47710
Brast04G014100	AT1G79280
Brast04G259600	AT1G76590
Brast04G153100	AT5G11010
Brast04G314000	AT5G24655
Brast04G131300	AT2G28305
Brast04G104300	AT4G10950
Brast04G086000	AT1G76550
Brast04G109800	AT5G42830
Brast04G337600	AT2G27790
Brast04G159200	AT1G22360
Brast04G116500	AT5G22060
Brast04G150200	AT4G20360
Brast04G275400	AT2G25140
Brast04G335200	AT1G18740
Brast04G111900	AT4G11440
Brast04G150000	AT4G24715
Brast04G116200	AT2G44940
Brast04G018300	AT2G21940
Brast04G225900	AT3G24620
Brast04G260900	AT1G03370
Brast04G070600	AT3G62400
Brast04G296400	AT3G26120
Brast04G244900	AT3G16260
Brast04G327900	AT5G07610
Brast04G138700	AT1G80050
Brast04G030100	AT5G42890
Brast04G172800	AT1G36380
Brast04G000700	AT1G02180
Brast04G008000	AT1G54050
Brast04G341700	AT5G66170
Brast04G187600	AT5G61900
Brast04G008400	AT3G54190
Brast04G190500	AT1G08260
Brast04G093600	AT3G13960
Brast04G267000	AT3G51500
Brast04G328800	AT1G20810
Brast04G178600	AT2G35930
Brast04G320600	AT3G09220
Brast04G289400	AT2G25710
Brast04G221400	AT1G25682
Brast04G028200	AT4G33380
Brast04G343100	AT5G60580
Brast04G080000	AT2G18700
Brast04G326200	AT3G01640
Brast04G092200	AT4G19170
Brast04G020700	AT5G58090
Brast04G168700	AT4G21192
Brast04G227200	AT1G20190
Brast04G162000	AT2G05160
Brast04G058000	AT5G60740
Brast04G098700	AT1G72210
Brast04G255200	AT1G15520
Brast04G177300	AT1G21200
Brast04G104700	AT1G74900
Brast04G202500	AT4G39090
Brast04G337300	AT5G07900
Brast04G089700	AT1G73980
Brast04G021100	AT4G39770
Brast04G231300	AT5G53210
Brast04G279300	AT5G57630
Brast04G065400	AT5G28910
Brast04G222100	AT5G38690
Brast04G111000	AT1G20693
Brast04G329300	AT2G02220
Brast04G009200	AT5G51740
Brast04G116700	AT3G48150
Brast04G100800	AT5G47060
Brast04G044900	AT1G64550
Brast04G270300	AT3G01435
Brast04G234900	AT4G40070
Brast04G252400	AT4G38130
Brast04G029600	AT2G03220
Brast04G099400	AT2G35350
Brast04G244700	AT4G35300
Brast04G020600	AT2G24960
Brast04G032800	AT5G04370
Brast04G343600	AT4G28760
Brast04G318000	AT5G47110
Brast04G320400	AT2G38870
Brast04G261200	AT3G07870
Brast04G053400	AT5G23750
Brast04G151400	AT5G40530
Brast04G045600	AT1G55620
Brast04G096500	AT5G64410
Brast04G053600	AT1G63470
Brast04G107900	AT4G10760
Brast04G191000	AT5G50600
Brast04G095400	AT1G32050
Brast04G062700	AT2G23670
Brast04G037000	AT3G12040
Brast04G039800	AT2G06005
Brast04G193800	AT2G43710
Brast04G046200	AT4G12650
Brast04G322200	AT5G52040
Brast04G081000	AT3G11400
Brast04G036900	AT4G13590
Brast04G253700	AT1G61290
Brast04G125600	AT5G53750
Brast04G162700	AT1G22400
Brast04G184600	AT5G22750
Brast04G176000	AT1G01540
Brast04G259300	AT2G34160
Brast04G133900	AT2G20420
Brast04G199300	AT5G52370
Brast04G280700	AT5G57110
Brast04G229500	AT4G01250
Brast04G008700	AT5G20720
Brast04G333700	AT5G14850
Brast04G134100	AT5G17930
Brast04G021900	AT1G13110
Brast04G054900	AT5G15180
Brast04G249000	AT2G43750
Brast04G191500	AT5G63480
Brast04G252900	AT1G74700
Brast04G229600	AT3G18170
Brast04G187500	AT5G13430
Brast04G010300	AT1G14780
Brast04G194100	AT1G64940
Brast04G132600	AT3G23250
Brast04G057000	AT2G42430
Brast04G011800	AT1G59610
Brast04G072700	AT3G06190
Brast04G039500	AT4G33200
Brast04G187400	AT5G61840
Brast04G003600	AT4G31080
Brast04G326500	AT4G35790
Brast04G252000	AT1G10430
Brast04G108500	AT1G63700
Brast04G198400	AT3G07360
Brast04G044400	AT1G73540
Brast04G304500	AT3G45040
Brast04G271000	AT2G23290
Brast04G224700	AT4G29000
Brast04G039400	AT2G26330
Brast04G046900	AT5G56140
Brast04G296900	AT5G44210
Brast04G111800	AT1G04110
Brast04G199900	AT3G61110
Brast04G104000	AT1G63970
Brast04G337700	AT5G47490
Brast04G113100	AT4G16510
Brast04G263400	AT1G12050
Brast04G174700	AT4G09510
Brast04G067600	AT1G21250
Brast04G022600	AT2G03200
Brast04G343200	AT5G60640
Brast04G237200	AT3G16810
Brast04G305400	AT5G35320
Brast04G302900	AT2G27100
Brast04G080900	AT3G09250
Brast04G054100	AT5G03460
Brast04G139600	AT5G58070
Brast04G126600	AT5G23390
Brast04G311400	AT2G21520
Brast04G314400	AT5G48790
Brast04G170100	AT1G10310
Brast04G185700	AT3G62790
Brast04G135700	AT1G46984
Brast04G147400	AT3G01750
Brast04G332400	AT1G08090
Brast04G164000	AT1G47480
Brast04G173000	AT5G49470
Brast04G039200	AT3G13960
Brast04G132700	AT3G23250
Brast04G101100	AT5G41970
Brast04G120500	AT5G53550
Brast04G296100	AT3G20290
Brast04G305700	AT1G55730
Brast04G123400	AT1G12260
Brast04G069300	AT3G23030
Brast04G174200	AT1G72020
Brast04G194600	AT5G04560
Brast04G150100	AT3G26400
Brast04G192800	AT1G05350
Brast04G002700	AT1G48410
Brast04G077400	AT1G03940
Brast04G205200	AT3G47680
Brast04G287500	AT2G39440
Brast04G217600	AT3G04070
Brast04G283400	AT3G46730
BrastK000400	AT5G25220
Brast05G231200	AT5G52450
Brast05G157500	AT5G47750
Brast05G289700	AT2G38640
Brast05G075100	AT1G24030
Brast05G275200	AT1G03250
Brast05G252000	AT2G45110
Brast05G040000	AT1G71900
Brast05G076200	AT2G02030
Brast05G040100	AT5G42850
Brast05G132900	AT5G57620
Brast05G133700	AT3G25270
Brast05G052700	AT4G13960
Brast05G182300	AT2G43420
Brast05G200100	AT4G35790
Brast05G100900	AT3G21360
Brast05G199000	AT4G35880
Brast05G296500	AT2G30130
Brast05G093300	AT5G48300
Brast05G190100	AT1G26665
Brast05G229500	AT3G27350
Brast05G026600	AT1G19910
Brast05G249900	AT5G09300
Brast05G085400	AT2G45560
Brast05G237700	AT5G42020
Brast05G157300	AT1G55850
Brast05G270900	AT3G44610
Brast05G207200	AT1G20696
Brast05G089100	AT3G04740
Brast05G090500	AT2G42220
Brast05G085200	AT3G23710
Brast05G279000	AT5G56340
Brast05G131400	AT4G30420
Brast05G176500	AT5G50760
Brast05G279900	AT4G11000
Brast05G196300	AT3G51280
